"","Gene","DIS","HC","DIS.1","HC.1","DIS.2","HC.2","DIS.3","HC.3","DIS.4","HC.4","DIS.5","HC.5","DIS.6","HC.6","DIS.7","HC.7","DIS.8","HC.8","DIS.9","HC.9"
"118","SKINT1L","3.0594346","2.3801610","3.3418429","1.7255874","2.7798779","0.7525579","0.7525579","1.9517962","3.6735271","1.8817882","1.9069947","2.3884445","1.7554762","1.7099105","0.7525579","0.7525579","1.8606836","4.2487191","2.9160413","0.7525579"
"119","CDKN2C","6.673263","4.759212","8.001440","4.674856","6.528721","4.417046","6.096243","4.803360","5.298102","5.735279","6.953393","6.224645","5.969240","4.586661","7.797896","3.735222","6.332276","1.800567","3.470325","5.045872"
"120","CAPZB","5.338108","5.601758","5.234961","4.429146","5.564256","4.683768","5.483013","5.240735","5.206993","5.478093","5.135093","5.686056","6.007781","5.023423","5.589246","5.378505","5.425193","5.161866","5.576337","4.969433"
"121","ZSWIM5","2.605904","3.663582","3.341843","3.755507","2.539829","3.756755","2.892395","2.731247","3.365070","3.261439","2.663162","3.580556","3.018700","3.073648","2.999263","3.551527","3.378975","3.635700","3.744682","2.853359"
"122","OMA1","1.869587","4.993676","4.185352","5.259803","3.692563","4.294618","3.391679","5.683442","4.036856","4.510489","3.469418","3.928423","3.536047","3.204410","2.796179","3.646404","3.221581","2.499280","2.347353","3.539215"
"123","SLC35D1","3.892851","4.026297","4.804304","4.674856","4.311155","4.160643","4.170278","5.038647","4.235683","4.439643","4.169966","4.543406","4.708393","3.204410","4.100291","4.043046","4.390869","3.259265","3.127219","3.304857"
"124","LRP8","3.396482","2.380161","2.885848","3.358352","2.779878","3.443213","2.059268","2.405829","1.937353","2.873025","2.663162","2.967855","3.301852","3.954067","3.175195","3.551527","3.043394","3.741413","3.127219","3.642979"
"125","TCEANC2","2.605904","2.957428","2.170347","2.605667","2.539829","2.442802","2.546511","2.731247","2.386807","2.624621","2.346734","2.802577","2.850722","2.083712","2.999263","2.590921","3.043394","2.735220","2.663877","2.146860"
"126","KTI12","4.337196","4.554134","5.424799","4.844932","5.070415","4.474527","5.221732","5.192816","5.424775","4.977957","4.879591","5.663357","6.117579","4.988782","5.784611","5.235907","5.681710","5.403047","4.823628","4.846547"
"127","LRRC42","4.675224","4.026297","4.555563","3.993254","4.686584","4.160643","5.662477","4.737964","5.005360","4.203129","4.701116","4.685855","5.078776","4.024753","4.710135","4.406848","4.528499","4.384152","4.343989","3.539215"
"128","GDI2P2","5.7044054","5.3718060","3.2063711","7.9799571","5.9078919","8.0818226","4.6694105","6.9702500","2.3868065","5.9784944","4.7011160","5.6168559","4.0669802","7.9545639","4.9152707","7.5166646","0.7525579","6.8313189","4.6373863","6.2399797"
"129","KANK4","0.7525579","2.9574281","0.7525579","0.7525579","0.7525579","1.7643355","0.7525579","2.7312468","0.7525579","3.0813505","1.9069947","0.7525579","0.7525579","1.7099105","0.7525579","1.7171348","0.7525579","1.8005672","1.9074628","2.1468598"
"130","DNAJB4","3.993593","6.377124","4.036877","5.959281","4.078303","6.324728","6.032425","6.805095","4.637142","5.675162","4.934462","5.414189","5.969240","5.462358","5.559039","5.897174","4.155714","4.675279","4.823628","5.829596"
"131","USP1","4.258780","4.759212","5.694305","4.628980","4.740575","5.273730","5.163251","5.192816","4.637142","4.977957","4.568428","5.209908","5.004341","4.276711","4.470579","4.043046","3.974032","4.175832","3.614268","4.070449"
"132","AK5","1.8695870","7.5076063","1.7744229","7.0033801","1.8267192","8.1181325","2.8923952","7.0662842","1.9373531","7.6035242","4.9344617","2.3884445","0.7525579","6.7548477","2.2529610","8.2930408","1.8606836","4.3180469","5.6436749","8.0507223"
"133","SPATA6","4.175780","5.097942","5.092863","4.429146","5.070415","3.847338","4.391307","5.575568","4.565386","5.120234","4.342946","4.856092","4.660642","3.879648","3.920034","3.646404","4.528499","4.447323","4.343989","4.070449"
"134","RPE65","5.3755403","2.3801610","3.8709386","1.7255874","3.3116663","2.1568344","3.9082855","2.4058289","3.6735271","4.6424339","5.2690769","3.7652778","3.0187002","1.7099105","5.1766408","0.7525579","5.1557439","4.9608566","4.2601199","2.1468598"
"135","DNAJC6","1.869587","6.247394","3.206371","6.862449","2.981825","7.423488","4.170278","6.740018","2.965794","5.290356","4.259087","2.612783","2.428939","6.134976","3.175195","6.846918","3.043394","2.735220","3.127219","5.253436"
"136","AK4","2.297191","2.380161","3.341843","3.106192","3.799378","3.036057","4.490154","1.951796","3.673527","2.873025","4.169966","2.612783","3.423937","2.928622","2.252961","2.779057","3.648166","2.205309","1.907463","3.170624"
"137","LEPROT","2.605904","3.171294","3.055759","3.238138","3.692563","3.443213","2.059268","4.066973","2.965794","3.261439","2.915259","3.114642","3.423937","3.204410","1.836305","3.088668","1.860684","1.800567","1.907463","3.539215"
"138","CACHD1","2.605904","1.932312","3.341843","3.358352","2.779878","3.756755","2.546511","2.731247","3.365070","2.624621","2.915259","3.367366","3.018700","2.578295","2.554647","3.551527","2.285373","2.499280","1.907463","3.021484"
"139","EFCAB7","3.538171","3.171294","4.113060","4.132039","3.311666","4.582975","3.586007","4.066973","3.365070","3.261439","3.308684","4.328237","3.911311","4.156325","3.470357","4.174953","3.043394","3.931529","2.663877","3.170624"
"140","MCOLN2","0.7525579","1.9323123","4.1853519","0.7525579","2.2401953","0.7525579","0.7525579","2.4058289","2.7093562","2.3133702","1.9069947","3.4780802","1.7554762","0.7525579","1.8363052","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579"
"141","ST6GALNAC5","0.7525579","0.7525579","1.7744229","3.3583518","0.7525579","5.4552740","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.9678552","3.5360468","3.0736477","0.7525579","4.6062205","1.8606836","0.7525579","0.7525579","3.9147005"
"142","ATG4C","3.666683","6.476971","5.016167","7.286880","5.303076","6.400418","4.170278","7.869616","4.770680","5.848471","4.701116","4.856092","4.334788","4.092068","3.597105","5.508228","3.520118","3.259265","3.127219","4.929630"
"143","TXN2P1","5.844375","4.129045","4.555563","3.571117","3.898622","4.012667","5.102288","3.391700","3.527887","4.704103","4.701116","3.246892","3.536047","5.511928","4.653905","4.295624","5.739282","5.465126","5.270206","3.829851"
"144","ADGRL4","1.8695870","2.7017030","3.7799973","3.6663618","0.7525579","3.0360573","2.8923952","6.0215359","1.9373531","3.9191134","2.3467337","3.5805563","3.3018516","2.3573135","2.2529610","2.5909209","1.8606836","1.8005672","1.9074628","0.7525579"
"145","MTF1","2.852491","3.663582","3.578171","3.755507","3.576881","3.185826","3.586007","3.701915","3.527887","3.562809","3.308684","4.003407","3.826508","3.204410","2.554647","3.339649","2.837470","3.521283","2.663877","2.660035"
"146","TTLL7","3.238430","6.724552","4.036877","6.852545","2.981825","6.309101","3.586007","6.636541","3.365070","6.674762","4.568428","4.003407","4.138821","5.673096","3.713238","5.878112","3.520118","3.106516","3.744682","5.992663"
"147","ZNHIT6","3.059435","4.821521","4.608893","4.922951","3.450657","4.683768","4.391307","4.803360","3.925866","4.286415","3.743726","4.142392","3.991292","3.954067","2.554647","4.406848","3.043394","3.106516","2.347353","3.021484"
"148","LMO4","4.790825","4.026297","6.041985","5.581334","5.303076","6.618948","5.221732","4.597458","4.892817","4.642434","5.391628","6.357766","5.988640","5.694715","4.100291","6.480814","4.654018","4.098995","3.309557","5.785771"
"149","PRPF38A","4.087618","4.821521","5.618616","5.761642","4.686584","5.397269","6.096243","5.287108","5.058485","5.164690","4.763112","5.467595","5.343054","4.916885","5.007785","4.861198","4.461344","4.960857","3.744682","4.803126"
"150","PIGK","4.258780","5.371806","5.016167","5.863849","5.111904","5.641643","4.582592","7.052950","3.180197","4.704103","4.822535","4.971686","4.660642","4.953284","4.534339","5.077583","4.155714","3.396528","3.973893","4.664355"
"151","HNRNPA3P12","2.2971911","1.9323123","1.7744229","2.3820176","0.7525579","2.4428016","0.7525579","1.9517962","1.9373531","0.7525579","1.9069947","1.7296725","1.7554762","0.7525579","1.8363052","2.0934393","2.2853728","1.8005672","2.3473526","2.4311608"
"152","ST6GALNAC3","3.0594346","5.4913718","2.1703469","4.8042691","1.8267192","4.8227760","2.5465114","6.4250842","0.7525579","5.5128697","3.8629823","4.0034067","3.9113112","3.7178125","2.9992626","4.1749528","1.8606836","2.7352200","3.8639585","3.8298511"
"153","USP24","5.219583","4.993676","4.660305","5.402602","4.842806","5.426564","5.163251","5.683442","5.005360","5.329915","4.763112","4.492581","4.611240","4.801790","5.431441","4.781148","4.712872","4.507814","4.702198","4.846547"
"154","PSAT1P3","2.2971911","1.9323123","0.7525579","2.3820176","0.7525579","1.7643355","0.7525579","0.7525579","0.7525579","0.7525579","2.3467337","0.7525579","0.7525579","2.5782952","0.7525579","1.7171348","0.7525579","1.8005672","1.9074628","2.4311608"
"155","DOCK7","3.538171","3.171294","4.319743","3.666362","3.692563","3.847338","4.170278","3.555481","4.139755","3.810127","4.074863","4.074606","3.826508","3.073648","2.796179","2.942994","3.378975","3.259265","1.907463","2.853359"
"156","NEGR1","0.7525579","2.3801610","0.7525579","4.0643493","1.8267192","5.6664007","0.7525579","2.9897092","0.7525579","2.3133702","1.9069947","2.1103054","1.7554762","4.3876899","0.7525579","4.6963566","0.7525579","2.9340089","1.9074628","3.8298511"
"157","FAAH","2.605904","4.881233","2.458561","3.839308","2.240195","3.443213","2.546511","2.731247","3.805370","4.510489","3.126386","2.802577","1.755476","5.302492","2.554647","4.651999","2.592221","3.635700","3.614268","5.187525"
"158","SHISAL2A","1.8695870","1.9323123","1.7744229","1.7255874","2.5398295","0.7525579","0.7525579","2.4058289","2.3868065","2.6246208","2.6631623","2.8025771","2.6575796","2.0837121","1.8363052","1.7171348","1.8606836","1.8005672","0.7525579","0.7525579"
"159","DNTTIP2","5.762036","5.097942","4.319743","5.863849","6.020920","5.954631","7.183467","6.249133","6.237004","5.612423","5.391628","5.467595","5.591820","5.411019","5.784611","5.351094","5.353220","6.261352","5.676198","5.220859"
"160","PTPRF","4.411515","4.821521","3.956349","4.064349","3.898622","4.294618","5.102288","3.205634","4.705468","4.704103","4.934462","5.145780","5.281400","4.387690","4.653905","4.739380","4.926718","4.175832","4.170987","4.929630"
"161","DHCR24","2.297191","6.552151","5.055027","5.581334","3.692563","5.028127","2.546511","5.648374","2.709356","5.675162","3.613334","3.675976","4.066980","4.916885","3.470357","5.878112","3.765415","3.741413","4.170987","5.595777"
"162","COL24A1","0.7525579","0.7525579","0.7525579","2.1048121","0.7525579","2.6728982","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","1.7099105","0.7525579","2.5909209","0.7525579","0.7525579","0.7525579","0.7525579"
"163","GPX7","5.762036","3.518223","5.982869","4.374484","5.439586","3.320589","4.902128","4.865900","5.503421","4.977957","5.798247","5.593030","5.781780","4.024753","6.210747","3.646404","4.975541","4.871842","4.075871","5.082617"
"164","SLC44A3","2.6059041","2.7017030","1.7744229","2.1048121","0.7525579","1.7643355","2.5465114","2.4058289","2.3868065","2.6246208","2.3467337","2.8025771","3.1677194","2.0837121","1.8363052","1.7171348","2.2853728","1.8005672","1.9074628","1.7568953"
"165","NSRP1P1","0.7525579","2.3801610","2.1703469","3.3583518","2.9818250","2.6728982","3.1651273","2.4058289","1.9373531","2.6246208","2.3467337","1.7296725","2.1449566","2.3573135","2.2529610","1.7171348","1.8606836","2.4992798","1.9074628","0.7525579"
"166","PKN2","3.396482","4.993676","5.482890","6.116583","4.686584","6.032844","5.102288","6.101463","4.705468","4.286415","4.701116","5.568802","5.078776","4.156325","4.333809","4.861198","3.873592","3.741413","3.127219","3.994723"
"167","GBP1P1","2.2971911","1.9323123","4.4425242","2.6056667","1.8267192","1.7643355","2.5465114","1.9517962","1.9373531","1.8817882","1.9069947","2.8025771","2.1449566","0.7525579","0.7525579","1.7171348","2.5922210","1.8005672","0.7525579","1.7568953"
"168","ABCD3","6.374104","5.946578","4.500163","5.651622","5.471781","5.913872","5.434417","6.201571","5.005360","6.051224","6.138465","5.301033","5.402172","5.274030","5.215925","5.143021","5.155744","6.133506","5.270206","5.740571"
"169","ALG14","3.059435","3.355746","2.170347","3.106192","2.981825","3.185826","2.546511","3.955492","2.965794","3.691945","3.126386","2.802577","2.428939","3.073648","2.999263","2.590921","2.285373","2.934009","2.663877","3.021484"
"170","ZZZ3","3.238430","3.518223","3.341843","4.132039","3.450657","3.320589","3.165127","4.356798","3.925866","3.691945","2.915259","3.367366","3.423937","2.765466","3.820445","3.646404","3.520118","3.259265","3.127219","3.304857"
"171","YIPF1","6.176451","5.889717","5.789404","6.048782","6.754630","6.486294","6.453756","6.201571","6.326165","6.186518","6.138465","6.270398","6.528685","5.818023","6.492069","5.799240","6.440308","6.055013","5.708003","5.544083"
"172","TMEM125","0.7525579","3.1712939","0.7525579","1.7255874","0.7525579","0.7525579","0.7525579","1.9517962","0.7525579","3.5628089","2.3467337","0.7525579","0.7525579","1.7099105","0.7525579","2.5909209","0.7525579","1.8005672","2.3473526","2.1468598"
"173","DMRTA2","1.8695870","1.9323123","2.4585607","0.7525579","1.8267192","0.7525579","0.7525579","0.7525579","2.7093562","0.7525579","3.1263856","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","3.0433937","0.7525579","0.7525579","0.7525579"
"174","HIVEP3","2.2971911","1.9323123","2.1703469","1.7255874","2.5398295","1.7643355","0.7525579","0.7525579","1.9373531","1.8817882","2.6631623","2.1103054","2.6575796","2.3573135","2.2529610","2.0934393","3.0433937","1.8005672","1.9074628","2.1468598"
"175","TM2D1","4.087618","5.670910","6.022548","6.331534","5.372950","6.693050","5.163251","7.079496","5.424775","5.478093","5.038281","5.663357","5.458955","5.274030","4.470579","5.323151","4.461344","4.017744","4.075871","5.187525"
"176","SCP2","4.337196","5.046756","4.849256","5.977631","4.983656","6.324728","4.751259","5.575568","4.235683","4.763222","4.422136","5.686056","5.249552","5.274030","3.920034","5.294654","4.823782","3.839689","4.075871","4.888690"
"177","BCAR3","2.297191","2.701703","2.170347","2.382018","2.240195","2.442802","2.546511","1.951796","3.180197","2.873025","2.663162","4.268950","3.536047","2.928622","1.836305","2.942994","2.285373","1.800567","2.347353","2.660035"
"178","TBCAP2","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.1568344","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","3.3018516","0.7525579","0.7525579","0.7525579","1.8606836","0.7525579","1.9074628","0.7525579"
"179","DMAP1","5.762036","5.097942","5.301065","4.628980","4.160243","4.088589","5.895627","3.555481","5.541189","4.365089","4.987310","5.043877","5.114595","4.988782","5.363130","5.294654","5.710784","5.861011","5.939928","5.434768"
"180","AHCYL1","9.136386","8.851210","9.613247","9.030867","7.016801","8.501584","9.710227","7.907146","9.002348","9.008029","8.923925","9.505244","8.835358","9.323104","7.903723","9.203509","9.098638","9.431921","9.403848","9.481437"
"181","CNN3"," 9.697416"," 8.273329"," 8.276167"," 8.439542","10.245591"," 8.131516","11.445427"," 9.520376"," 9.094021"," 8.955347","10.394164","10.543626","10.978637"," 7.651914"," 8.908623"," 7.717543","10.786559"," 8.826065"," 8.242228"," 7.604414"
"182","VAV3","3.238430","1.932312","3.341843","2.382018","2.981825","2.156834","2.546511","2.731247","3.527887","3.081351","3.469418","2.388444","2.428939","3.433214","1.836305","2.368706","3.974032","1.800567","2.347353","2.660035"
"183","DPYD","3.784329","5.452610","2.458561","5.198460","5.111904","5.102688","3.391679","6.706344","3.925866","5.329915","4.342946","3.675976","4.451875","3.433214","2.999263","4.558927","4.528499","3.521283","3.127219","3.739536"
"184","TLCD4","0.7525579","1.9323123","0.7525579","2.1048121","0.7525579","3.4432134","0.7525579","1.9517962","0.7525579","1.8817882","0.7525579","1.7296725","0.7525579","2.0837121","0.7525579","2.0934393","0.7525579","0.7525579","0.7525579","0.7525579"
"185","POU3F1","2.2971911","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.3573135","1.8363052","0.7525579","1.8606836","2.9340089","0.7525579","2.6600353"
"186","S1PR1","2.852491","3.355746","2.170347","4.132039","2.779878","3.847338","2.546511","3.205634","3.180197","3.691945","2.915259","5.145780","4.560070","4.276711","2.554647","4.406848","3.378975","3.259265","3.863959","4.398149"
