"","SRR11862834","SRR11862836","SRR11862838","SRR11862840","SRR11862842","SRR11862846","SRR11862848","SRR11862850","SRR11862852","SRR11862856"
"FAM118B","14","43","33","18"," 9","19","43","24","18","12"
"ROBO4","2","6","1","1","2","3","5","6","4","6"
"DRD2","0","2","1","0","1","1","1","0","3","3"
"FNTAP1","2","5","7","3","1","8","4","1","1","4"
"ELOCP22"," 8","20"," 0"," 1","11"," 1","26"," 5","13"," 7"
"HEPACAM","161","211"," 58"," 75"," 56","238","167"," 84","190","107"
"CHORDC1","5","4","4","3","4","3","4","4","2","2"
"PKNOX2","14"," 2"," 8","21","23"," 9","54","39","23","14"
"ESAM"," 4","17"," 3"," 3"," 7"," 5","15","15","14","14"
"GLB1L2","1","7","5","0","4","1","5","2","1","0"
"B3GAT1","28","10"," 4"," 2"," 2","24","10","31"," 7","31"
"LMO2","2","1","8","0","0","1","2","3","1","1"
"CD82"," 8","12"," 2"," 3"," 3"," 6"," 4"," 2"," 4"," 2"
"CCDC34","18","25","22","13","10","13","22","18","16","18"
"CEP126"," 8"," 2"," 5"," 1","12"," 2","15"," 1"," 1"," 7"
"C11orf87","0","0","0","0","0","1","2","0","0","3"
"RN7SKP297","0","0","0","0","0","0","0","0","0","0"
"SNORD14E","0","0","0","0","7","0","0","0","0","0"
"RPS3","342","178","752","574","463","275","312","335","331","539"
"SNORD15B","18556","16557","16825","10309","26624","43516","10340","28564","24751","34282"
"GDPD5","0","0","0","0","0","1","1","0","1","1"
"DGAT2","1","1","2","1","0","1","4","0","1","3"
"SERPINH1"," 98"," 61","124","105"," 44"," 67","153"," 85","182"," 33"
"MS4A7"," 7"," 3","83"," 0"," 1"," 7"," 8"," 2"," 1"," 3"
"MS4A14"," 3"," 1","12"," 0"," 1"," 1"," 0"," 0"," 0"," 0"
"OAF","14","22","14"," 0"," 4"," 8","56","25","23","14"
"POU2F3"," 0"," 0"," 4"," 0"," 0"," 0","28"," 0"," 1"," 0"
"PPP1R14B","570","171","268","277","371","184","266","569","421","447"
"PRDX5","1095"," 561"," 658"," 195"," 845"," 479"," 487"," 768"," 994","1251"
"CCDC88B","1","0","3","1","2","1","1","1","1","2"
"RPS6KA4","15","12","22"," 3"," 7","13","19","11","10","14"
"RASGRP2"," 5"," 5"," 3"," 5"," 6"," 2"," 2","15","12","15"
"PYGM","2","2","0","1","1","5","0","1","3","4"
"MAP4K2","2","4","4","1","1","3","2","1","6","7"
"EHD1","50","20","34","18"," 9","30","34","30","33","41"
"ATG2A","20","25","14"," 7","19","13","21","32","24","36"
"PPP2R5B","75","52","22","21","54","43","45","83","56","75"
"GPHA2","0","5","3","0","4","2","9","7","5","3"
"HBB","   74"," 1041"," 3419"," 3751"," 4247"," 1260","11826"," 3804"," 4143"," 4788"
"HBD"," 0"," 1"," 2"," 2"," 0"," 1"," 8","12"," 5"," 1"
"OR51B4","0","4","0","0","2","0","1","0","1","0"
"OR51B6","0","4","3","0","6","1","4","0","6","2"
"OR51Q1"," 0"," 5"," 3"," 0","16"," 1"," 4"," 1"," 9"," 5"
"OR52D1"," 2"," 2"," 1"," 0","27"," 1"," 5"," 0","10"," 4"
"UBQLNL","1","8","2","1","5","1","6","0","5","2"
"OR52B5P","0","2","1","0","1","0","3","0","0","0"
"OR52B6"," 0","17","14"," 0","54"," 2","11"," 5","24","13"
"HBG1"," 0"," 0"," 3"," 3"," 0"," 4"," 0","39"," 2"," 2"
"ZNF195","3","4","3","0","1","2","3","3","2","1"
"FAM111B"," 7","15","17"," 1"," 1"," 4"," 9","15"," 4"," 4"
"DTX4"," 7"," 1"," 3"," 0"," 2"," 2"," 5","12"," 2","13"
"MPEG1"," 2"," 1","27"," 0"," 2"," 2"," 1"," 1"," 1"," 2"
"VWA5A"," 8"," 7","22","17","18","19","28","10","14"," 9"
"TALDO1","292","141","260","115"," 91","228","244","204","186","439"
"GATD1","6","2","4","1","6","3","2","0","3","4"
"CEND1"," 3","11"," 0"," 0"," 0"," 6"," 1"," 3"," 5","15"
"SLC25A22","18","11","10"," 6"," 3","11","13","13","14","21"
"RPLP2","10504"," 3538"," 4536"," 3135"," 3870"," 4975"," 4398"," 5016"," 9295"," 9839"
"PNPLA2","36","58","69","56","61","65","69","35","45","36"
"CD151","11"," 4"," 4"," 5"," 3"," 7"," 3"," 3"," 4"," 5"
"POLR2L","1360"," 548","1275"," 426"," 417"," 750"," 818"," 522"," 757"," 835"
"CHID1","31","22","31","21","24","23","26","23","31","34"
"KCNJ5","4","1","6","0","1","6","0","4","1","3"
"NPAT","10","10","15"," 6"," 9"," 7","13"," 6"," 6"," 4"
"CRYAB"," 621","2029"," 315","8102"," 828","1959","1841"," 683","1800","1344"
"DIXDC1","1","2","2","1","4","3","5","2","2","2"
"NKAPD1","15","11"," 8","10","12"," 8","19","25","14"," 6"
"TIMM8B","339","149","362","145","149","271","160","191","110","126"
"IL18"," 13"," 10","102","  1","  8"," 16"," 28","  8","  4"," 11"
"BCO2","0","0","1","0","2","1","0","0","1","1"
"PTS","43","20","39","27","44","32","27","50","37","24"
"TNNT3","0","0","0","0","1","0","0","0","1","1"
"OR56B4","0","2","0","0","2","1","0","0","1","1"
"SLC1A2"," 9"," 9"," 8"," 9"," 2","39"," 8"," 1","17","41"
"GUCY1A2","3","2","2","3","5","1","3","4","5","2"
"FHIP1B"," 8","19","11","22","41","20","12"," 7","21","14"
"SLC37A2"," 2"," 2","11"," 1"," 2"," 4"," 3"," 2"," 1"," 1"
"TLCD5","4","5","8","6","6","6","6","5","3","5"
"USP47","61","25","25","18","44","25","27","23","34","44"
"PAK1"," 43"," 51","100"," 21"," 48"," 22"," 59"," 13"," 33"," 74"
"RDX","40","68","53","82","65","71","61","51","69","36"
"GRIK4","5","2","3","2","1","2","3","5","2","1"
"CSTPP1","41","53","25","21","27","30","32","36","46","47"
"NLRP14","0","0","0","0","0","0","3","0","0","0"
"RCOR2","280"," 79"," 29"," 31"," 19"," 29","  6","232","100","155"
"NAA40","27","23","15","17","34","12","19","39","39","36"
"COX8A","41","11","52","13","12","24","11","25","12","15"
"MACROD1","16","21"," 9"," 1","11","10"," 4","13"," 7","20"
"STIP1","151","111","185","128"," 74"," 75","125","241"," 98","136"
"LSP1","31"," 6","33"," 4","30","23","23","30","18","26"
"RNF121","10","17","17","26","37","19","19","28","20","12"
"LAMTOR1","174","108","162"," 62"," 67","126","148","238","114","219"
"KCNQ1DN","0","0","0","0","0","3","0","0","0","5"
"PHLDA2","17"," 2"," 6"," 4"," 5"," 3","11"," 8","29"," 4"
"NAP1L4","157","191","119","143"," 82","139","164","173","152","144"
"SNORA54"," 0"," 0"," 0","12"," 0"," 0"," 0"," 0"," 0"," 0"
"RPL23AP65","11"," 4"," 9"," 4"," 2"," 4"," 3"," 6"," 2"," 7"
"SWAP70","39","26","53","68","58","40","53","23","51","39"
"ADM"," 103","  25"," 118","1681"," 739"," 427"," 173","  10"," 517","  10"
"RNF141","20","26","27","20","25","29","21","11","19","35"
"CRY2","20","53","12","28","16","19","21","18","22","29"
"MAPK8IP1","323","148"," 67"," 57"," 32","322","255","175","148","372"
"C11orf94","0","2","0","1","6","1","7","0","2","1"
"PEX16","23","10","11"," 6","13","16","14","14","15","29"
"CREB3L1","1","3","1","1","1","4","0","3","2","0"
"FAM76B"," 5"," 7"," 6","13"," 5"," 4"," 7"," 6"," 4"," 3"
"EFEMP2","1","1","2","1","1","2","1","1","1","0"
"FIBP","142","164"," 95"," 35"," 15","107","119"," 82"," 80"," 92"
"CCDC85B","552","168","127"," 34","132","116","134","338","202","311"
"FOSL1"," 0"," 0","29"," 5"," 3"," 2","10"," 2","10"," 0"
"DRAP1","1422"," 449"," 452"," 254"," 516"," 697"," 495","1083","1383","1514"
"SART1","59","24","25","42","85","24","22","64","54","68"
"EIF1AD","22"," 6","17","13","11"," 9","12","16","21","11"
"BANF1"," 95"," 77"," 91"," 53"," 93"," 90"," 73","139","115"," 86"
"CST6","0","0","2","0","0","1","5","0","1","0"
"GAL3ST3"," 6"," 7"," 3"," 2"," 4","15"," 3"," 9","11","10"
"SF3B2"," 70"," 24"," 39"," 91"," 75"," 58"," 46"," 93","103"," 75"
"RAB1B"," 5"," 3"," 4"," 3"," 2"," 6"," 2","11"," 1"," 6"
"CNIH2","169"," 67"," 30"," 24","  8"," 85","118","202"," 92","175"
"YIF1A","48","76","43","14","39","42","53","54","29","36"
"CD248","21","19","26"," 1"," 8","16","34","52","51","28"
"RIN1"," 1"," 5","21"," 3"," 4"," 7"," 6"," 7"," 5"," 1"
"BRMS1"," 92"," 23"," 48"," 37"," 80"," 46"," 34","106"," 71"," 79"
"B4GAT1","59","57","43"," 5","23","55","34","38","34","43"
"SLC29A2","0","2","2","0","9","2","1","1","4","5"
"NPAS4","0","0","0","0","0","0","0","0","0","0"
"PACS1","14","15","22","24","15","15","21","15","15","14"
"DAGLA","10"," 8"," 4"," 2"," 5"," 5"," 3"," 7"," 5"," 8"
"TMEM258"," 55"," 84","144"," 88"," 79"," 63","110"," 93"," 40"," 45"
"FADS1","34","37","17","35","20","15","27","48","51","41"
"FADS3","23"," 9","21"," 5","11","12","25","12","12","16"
"RAB3IL1","11"," 7","24"," 2","16"," 9","17","13"," 9","23"
"MYRF"," 6"," 0"," 0"," 0"," 0","14"," 0"," 6"," 0","15"
"KCNC1","0","0","0","0","0","0","0","0","0","0"
"ACAT1","22","36","40","32","16","35","45","54","36","24"
"JAML","1","0","2","0","0","0","1","0","0","1"
"MPZL3","1","1","2","0","0","0","2","1","1","0"
"MPZL2"," 2"," 2"," 1","11"," 3"," 1"," 2"," 2"," 2"," 1"
"FOLR1","0","2","1","0","0","1","3","1","2","0"
"MTMR2"," 9","12","10","12"," 9","15","10","35"," 9","12"
"PAFAH1B2","70","38","59","44","83","64","63","78","95","59"
"SIDT2"," 9","18","12","14","21","10","27","10","17","10"
"TAGLN"," 27"," 19","  6","173","501","101","263"," 57","155"," 26"
"RNF214","22","31","31","35","30","17","19","26","23","16"
"CEP164"," 9","10"," 5","14","20"," 6"," 9","12","18"," 9"
"PRR13P3"," 0"," 9"," 4"," 1","34"," 1"," 4"," 0"," 8"," 1"
"OR5AK4P","0","0","0","1","0","4","1","0","0","0"
"LRRC55"," 26","  1","  4","  2","  1"," 78","133","  3"," 28"," 10"
"TNKS1BP1","19","15","15"," 6","24","13","25","20","33","16"
"SSRP1","103"," 78","149","118"," 40"," 91"," 86","201","101","116"
"OSBPL5","29","27"," 8"," 8","22","22","23","34","56","53"
"CARS1"," 1"," 1"," 2","11"," 3"," 1"," 1"," 1"," 2"," 0"
"CPT1A"," 5"," 5","14"," 5"," 2"," 7"," 6","21"," 4"," 3"
"MRPL21"," 99"," 51"," 71"," 69"," 95"," 41"," 56","123"," 85"," 71"
"MRGPRD"," 0"," 0"," 1"," 2"," 6"," 0","10"," 3"," 4","24"
"MRGPRF"," 2"," 1"," 6"," 0"," 2"," 0","33"," 3"," 1"," 3"
"UBE4A"," 5"," 5","11","15","10","10"," 5"," 9"," 6"," 4"
"IGHMBP2","1","2","1","2","3","1","2","2","2","2"
"IGSF9B","18"," 2"," 7"," 1","13"," 3"," 4","91","21","10"
"TTC12"," 0"," 4"," 5","13","14"," 3"," 7"," 0"," 9"," 4"
"RAB6A","0","2","1","0","1","1","1","0","1","0"
"MSANTD2","13","22","13"," 7","13"," 8","15","22","14"," 6"
"KLC2","10"," 6"," 6"," 3"," 9","10"," 7","20","19","28"
"TP53I11","0","1","2","1","1","2","1","2","1","1"
"EHF","0","0","0","0","0","0","0","0","0","0"
"LPXN"," 1"," 4","11"," 0"," 1"," 1"," 3"," 1"," 1"," 2"
"SCN4B","0","4","8","0","1","2","5","1","8","7"
"NNMT"," 13"," 39","205"," 56","213"," 35","765"," 10"," 56","  3"
"COPB1","14","45","54","30","28","25","43","14","25"," 8"
"QSER1","20","44","16","12","15","15","25","16","19","20"
"PLCB3","4","3","5","8","7","2","3","9","8","4"
"EED"," 9","12","21"," 7","13","11","19","11","14"," 8"
"CCDC81","2","2","3","4","3","1","5","2","3","6"
"ALG9","2","1","1","0","1","0","1","1","1","0"
"C11orf1","3","4","3","2","3","2","6","2","1","1"
"RPL37AP8","0","2","5","0","1","1","6","0","0","0"
"PLAAT4","508","464","969","556","427","355","780","106","290","186"
"PLAAT2"," 0"," 4"," 6"," 3","10"," 4"," 3"," 0"," 5"," 4"
"ATL3"," 9","35","58","12","22","24","46"," 9","14"," 5"
"RTN3","1","0","0","0","0","0","0","1","0","2"
"SPINDOC","54","10","11"," 4"," 6","16","21","75","22","41"
"SRP14P2","225","104","240","232"," 58"," 58"," 47","491"," 51"," 98"
"SAAL1","45","35","28","37","56","27","33","28","42","51"
"ST13P5"," 9"," 4"," 4","27"," 9","16"," 3"," 8","11","18"
"OR5J2","13"," 6"," 8","40","15"," 5"," 8"," 2"," 3"," 2"
"RASSF7"," 7"," 3","14"," 1"," 6"," 3"," 4"," 1"," 2"," 5"
"PHRF1","14","11","11","21","28"," 9"," 7"," 8","15","13"
"CDHR5","0","1","0","0","1","0","1","2","2","1"
"DRD4","0","0","1","0","2","0","5","0","0","0"
"PARVA"," 9"," 4","14"," 9"," 4"," 6"," 9"," 7"," 6"," 8"
"TTC9C","0","0","2","0","1","1","1","0","0","1"
"POLR2G","160","151","247","138"," 96","142","134","148"," 94"," 62"
"TAF6L","18","14","13"," 2","12","12","15","29","14","17"
"TMEM223","20"," 7","12"," 3"," 8","14","14","23","13","14"
"TMEM179B"," 86","104","110"," 42"," 81"," 69"," 73"," 65"," 68"," 71"
"NXF1","42","36","36","61","70","39","43","61","58","50"
"YPEL4","1","1","1","3","4","1","2","4","2","8"
"ZDHHC5","17","15","24"," 8","15","16","19","20","12","12"
"MRPL48"," 1"," 4","11"," 4"," 5"," 5"," 5"," 5"," 5"," 6"
"COA4","57","34","48","63","67","56","39","71","40","57"
"PAAF1","38","18","17","34","23","18","20","26","32","33"
"ARPC3P4","0","2","0","0","1","1","2","0","0","0"
"UCP3","0","3","0","0","3","0","7","7","1","2"
"PPME1","2","3","2","7","3","3","2","2","7","4"
"CLCF1"," 3"," 2","12"," 2","23"," 3","13","10","12"," 1"
"PPP1CA"," 83"," 68","106"," 13"," 37"," 78"," 94","121"," 54"," 67"
"TBC1D10C","0","0","2","0","2","1","2","2","1","1"
"CORO1B","75","46","53","18","26","42","48","81","42","66"
"TMEM134","39","24","16"," 8"," 8","19","22","24","24","24"
"STX5","22","42","49","38","51","36","60","62","50","37"
"TUB"," 7"," 2"," 3"," 6"," 2"," 5"," 2"," 4"," 4","15"
"SRPRA"," 43"," 47"," 62"," 29"," 81"," 59"," 59","119","111"," 38"
"DCPS","36","24"," 7","19"," 9","17","20","42","36","14"
"ST3GAL4"," 9"," 5"," 4"," 2"," 3"," 9"," 6","12"," 3"," 4"
"LYVE1"," 12","  0","638","  1"," 46","  4"," 42","  2","  1","  5"
"CTR9"," 8","31","27","17","11","18","25"," 8","11"," 6"
"EIF4G2","182","218","338","103"," 85","138","260","146","150","150"
"ZBED5"," 4"," 9","13"," 2"," 4"," 5","10"," 6"," 6"," 4"
"EIF3F","42","26","39","21","22","41","39","22","27","49"
"KCNA4","0","0","0","0","0","0","0","0","0","0"
"TRPT1","21","15","22","19","23","12","16","31","21","22"
"POGLUT3"," 8","16"," 7"," 5"," 5"," 4","22"," 8"," 8"," 3"
"ESRRA","20"," 9","12"," 2","12","13"," 8","22","18","22"
"CTSC"," 2"," 3","27"," 0"," 2"," 3"," 9"," 4"," 1"," 1"
"DUSP8","12"," 8"," 2"," 1"," 1"," 6"," 3"," 9","10","16"
"KRTAP5-1"," 0"," 6"," 3"," 7","28"," 0"," 1"," 8","12","40"
"KRTAP5-6","5","0","5","0","0","0","5","0","0","8"
"MRPL11","41","30","59","26","42","26","37","36","32","17"
"PELI3"," 4","10"," 5"," 4"," 7"," 6"," 9","18"," 4","12"
"ZDHHC24","20","13"," 7"," 1"," 6","12"," 9","31","16","21"
"SPI1"," 53","  9","178","  2","  8"," 31"," 65"," 44"," 17"," 45"
"SLC39A13","6","5","8","1","8","6","6","6","7","6"
"NDUFS3","418","229","181","150","138","252","182","302","254","327"
"KBTBD4","29","20","42","24","20","30","12","13","22","19"
"FAM180B","0","1","0","0","0","1","1","5","0","9"
"MTCH2"," 48"," 59","120"," 42"," 33"," 54"," 88"," 32"," 43"," 43"
"FNBP4"," 4","21"," 8","21","23"," 6","20"," 8","17"," 6"
"PGM2L1","20","21","22","28","41","24","34","27","29"," 5"
"LIPT2","5","4","1","0","1","2","3","2","1","3"
"KCNE3"," 5"," 9","21"," 2"," 6"," 4","11"," 5"," 9"," 4"
"CTSF"," 33"," 32"," 25"," 28"," 42","103"," 69"," 75","110","122"
"RTN4RL2"," 4"," 8"," 1"," 0"," 2"," 2"," 5","20"," 5","10"
"SLC43A1"," 3"," 9"," 6"," 1"," 8"," 2","13","32"," 6","15"
"TIMM10","444","372","426","433","413","292","522","398","368","599"
"UBE2L6"," 81","109","115"," 88","164"," 44"," 64"," 38"," 57"," 46"
"TMX2","271","286","235","202","151","208","118","409","301","336"
"PPIAP42","10"," 1","20"," 1"," 2"," 7"," 3","12"," 7","10"
"SERPING1","  8"," 36"," 11"," 49","100"," 16","377"," 16"," 20"," 11"
"SCN2B"," 2"," 4"," 2"," 0"," 1"," 3"," 0"," 1"," 2","13"
"HTATIP2","4","1","2","1","4","3","3","2","2","5"
"PLAAT5"," 1"," 1"," 1"," 0"," 1"," 1","10"," 0"," 1"," 1"
"PPP6R3","34","51","58","53","56","39","33","61","49","37"
"ARNTL","12","20","20","21","17","14","21"," 5","22"," 7"
"CADM1","68","39","78","18","27","61","50","40","50","37"
"UCP2"," 72"," 18","222","  3"," 15"," 25"," 52"," 33"," 11"," 40"
"TECTA","1","1","1","1","2","1","0","1","1","1"
"KIAA1549L","6","2","2","0","0","1","4","5","3","5"
"SNX19","1","1","2","0","1","2","1","1","1","0"
"FAM168A","34","38","15"," 8","13","39","28","27","31","24"
"CYP2R1","0","1","2","0","1","1","1","1","0","0"
"CABP4","1","2","3","0","1","1","1","3","2","1"
"VEGFB","135"," 71"," 91"," 18"," 54","103"," 65","137"," 58"," 69"
"MS4A4A","  8","  4","177","  1"," 10"," 11"," 29","  8","  4","  8"
"KAT5","51","39","37","62","54","31","33","38","53","50"
"RNASEH2C","61","40","43","19","49","42","37","55","33","56"
"AP5B1","5","1","5","0","3","3","3","3","3","6"
"CFL1","406","263","552","229","265","319","475","374","400","431"
"SNX32"," 4"," 6"," 3"," 1"," 2"," 3","12"," 3"," 5","11"
"MUS81"," 62"," 24"," 21"," 17"," 60"," 35"," 29","120","128","121"
"CTSW","0","4","9","1","1","1","5","3","3","2"
"NDUFB11P1"," 0","19"," 0"," 0"," 3"," 1"," 5"," 7","11"," 3"
"SLC36A4"," 8","11"," 9"," 9","17"," 8","20","17","15","18"
"FAT3"," 3","33"," 3"," 1"," 3"," 5"," 6"," 6"," 8"," 3"
"MPPED2","3","4","2","1","1","2","1","1","2","1"
"HYLS1","0","1","0","0","0","0","2","1","0","0"
"PUS3","10"," 6","10"," 6"," 2"," 6","11"," 7"," 8"," 1"
"DDX25","0","1","0","0","0","1","0","0","0","1"
"NAP1L1P1","2","1","5","2","4","5","2","0","2","2"
"RPUSD4","23","17","40","17","34","20","16","25","21","17"
"WEE1","16","26","14","77","38","32","32","40","50","11"
"TMEM109","32","22","72","18","38","22","34","45","26","25"
"TMEM132A","77","11","17","11"," 9","30","33","28","86","32"
"SLC15A3","11"," 2","27"," 8"," 5"," 8"," 7"," 6"," 3"," 8"
"RHOG","17","11","18"," 2"," 7","18","11"," 3","11","13"
"HNRNPA1P76"," 0","10","15"," 1","17"," 2","19"," 7","12"," 4"
"RRM1","20","29","46","25","18","23","37","21","17","12"
"TEAD1"," 5","34","12"," 5"," 4","10","20","11","10"," 8"
"CTTN","34","32","44","30","37","34","38","46","32","51"
"RPS28P7","9573","1684","3424","2882","2375","3991","1334","2389","1490","2680"
"FAM181B","6","6","1","0","1","6","2","3","3","3"
"PRCP","13","26","21"," 8"," 4","16","13","14","16"," 5"
"EIF2S2P6","0","3","2","0","1","1","3","0","0","0"
"DDIAS","2","3","2","0","0","1","3","4","1","1"
"RAB30","5","8","7","5","4","6","7","2","5","3"
"SNORA70E","19","59","63"," 0","27","11","38","34","39","36"
"OR4F2P","0","0","0","0","0","0","8","0","0","0"
"SIRT3"," 5"," 8","11"," 6","10"," 3"," 6"," 4"," 6"," 3"
"PGGHG"," 7","19","11","16","28"," 4","28"," 6","34"," 9"
"B4GALNT4","42","18","11","12"," 7","22"," 7","13","43","45"
"SIGIRR","1","1","3","0","1","1","5","5","1","3"
"SCN3B","1","2","1","0","1","1","2","0","1","3"
"ZNF202"," 5"," 4"," 4"," 7","14"," 3"," 5"," 7"," 6"," 2"
"TMEM126B"," 8","32","31","18","10","17","24","32","14","11"
"TMEM126A","115","112","118"," 90"," 50"," 90","103","233","128","161"
"CCDC89"," 2"," 4"," 8"," 3"," 8"," 3","23"," 6"," 5","14"
"DLG2","0","0","1","2","3","1","1","1","1","1"
"IFITM3","27","37","52","41","22","24","63","22","23","17"
"RRP8"," 4"," 9"," 5"," 7","16"," 4"," 2"," 7","11"," 8"
"MRPL17"," 54"," 40","123"," 67"," 31"," 50"," 65"," 38"," 47"," 29"
"DCHS1","29","16"," 7"," 4","11","14","21","29","27","26"
"ALG8","3","8","8","2","4","4","5","5","3","3"
"LRRC32","1","1","0","0","1","1","2","1","2","1"
"ACER3","1","1","2","0","0","1","3","1","0","1"
"CAPN5","23"," 4","12"," 4"," 7"," 7","13","40","10"," 7"
"OMP","10","26","63","45","45"," 8","26","92","49","34"
"C2CD3","4","5","4","7","6","3","5","7","5","4"
"CCDC82","3","3","3","2","4","3","4","7","5","5"
"JRKL","16"," 7","19","27","33","12","14","23","11","10"
"TMEM45B","2","3","1","1","0","0","0","0","1","2"
"PRDM10","1","1","3","2","2","1","2","1","2","1"
"PRDM10-DT","0","6","2","0","0","1","5","1","0","1"
"ELOBP2","0","0","0","0","0","1","3","0","0","4"
"ST14"," 9"," 0","22"," 3"," 7"," 5","18"," 5"," 3"," 3"
"CLP1"," 3","14","19"," 5","10","13","20","11"," 8"," 3"
"SF1","213","239","102","222","195","150","225","266","248","233"
"AKIP1","10","12","37"," 4","10"," 9","28","10"," 9"," 6"
"TMEM9B","142","115","217","116"," 94","266"," 97"," 72"," 88"," 88"
"SCUBE2"," 7"," 1","18"," 1"," 0"," 2"," 4"," 2"," 1"," 2"
"KRT8P41","0","3","2","1","0","0","3","5","2","1"
"DENND5A","19","23","12","54","36","35","22","22","55","34"
"TMEM41B"," 2","11"," 5"," 4"," 3"," 4"," 6"," 4"," 4"," 1"
"IPO7","45","33","63","75","31","48","32","40","59","41"
"SNORA23"," 3881","11048","10130","10975","10525","11263"," 5278"," 4346"," 3752"," 4354"
"VPS37C","34","13","25","14","65","20","18","25","28","28"
"PGA5","0","1","4","0","0","0","1","0","0","0"
"DDB1"," 84"," 77"," 71"," 71"," 45"," 87"," 79","140"," 92"," 69"
"TKFC","24","13"," 7"," 7","13","13"," 9","16","21","20"
"CYB561A3","0","0","1","0","1","1","1","0","0","0"
"CPSF7","16","34","23","14","27","17","22","21","18","17"
"PPP1R32"," 5"," 9"," 6","17"," 8"," 3"," 5"," 8","12"," 9"
"LRRC10B"," 2"," 1"," 2"," 1"," 0"," 0"," 1","17"," 1"," 7"
"MTA2"," 85"," 51"," 53"," 29"," 38"," 47"," 51","127"," 67"," 81"
"EML3","17","16","18","11","22"," 9","16","20","29","19"
"ROM1","100"," 25"," 31","  9"," 37"," 57"," 25"," 57"," 68"," 60"
"B3GAT3","47","12","25"," 2","13","19","19","35","16","19"
"GANAB","11","16","20","16","15","17","16","11","14","10"
"UBXN1","472","148","181","223","205","199","141","389","257","557"
"GNG3","0","0","0","1","0","0","1","0","0","1"
"DLAT"," 4","10","10"," 4"," 4"," 6","10"," 8"," 7"," 3"
"CHRM1","1","0","0","0","0","0","0","0","0","3"
"IFTAP","4","4","5","3","3","2","4","1","2","2"
"PIH1D2"," 7","19","11"," 8","11"," 6","19"," 7"," 6"," 6"
"ARAP1","29","11","51"," 9","41","15","21","41","24","55"
"PLAAT3","163","249","128","281","150","669","352","124","481","700"
"WDR74","24","33"," 9","18","20","14","16","18","13","18"
"MARK2","19","11"," 9"," 5"," 6"," 8","13","24","12","19"
"OR4C6","0","1","0","1","1","0","0","0","0","0"
"PSMC3","642","280","499","187","238","348","203","471","358","548"
"MAP6","21","15"," 8"," 4"," 9"," 7","17","11","12","15"
"STARD10","13"," 6"," 7"," 5","11"," 8","20","19"," 8","22"
"CASP4","21","11","76","62","35","12","36","24","23","10"
"CENATAC","33","64","47","86","65","17","38","74","74","58"
"RPL23AP64"," 0","29","20"," 3","12"," 3","16"," 7","10"," 6"
"RPS25","2083","1269","3068","6095","3380","2266","1539","1823","2215","2297"
"TRAPPC4","72","48","60","27","35","53","34","43","76","41"
"C2CD2L","1","1","2","0","1","1","2","3","2","2"
"HINFP","4","7","5","4","9","5","5","9","7","4"
"ABCG4","0","0","1","0","0","0","0","1","0","1"
"NLRX1","1","3","5","1","5","4","3","2","2","1"
"MCAM"," 99","113"," 12"," 46"," 32","102"," 88","148","150","107"
"GRK2","46","17","20","10","19","20","20","44","28","42"
"ANKRD13D","5","2","5","1","5","3","3","6","3","5"
"SSH3"," 4"," 2"," 5"," 4"," 9"," 7"," 2"," 1"," 6","12"
"RAD9A","27","23"," 8"," 3","23"," 9","19","53","15","25"
"PITPNM1"," 5"," 3","17"," 2"," 9"," 4","10"," 6"," 9","10"
"CDK2AP2","176","109","126"," 23","119","122","118","182","165","178"
"GSTP1","596","766","777","280","365","407","626","613","375","542"
"NDUFV1","209","134","108"," 74","178","138","119","196","223","339"
"NUDT8","0","1","1","0","1","0","2","0","1","2"
"ACY3","0","1","2","0","0","2","1","0","1","2"
"SLC22A6","1","0","0","0","0","1","0","0","0","2"
"RPL29P22","0","0","0","0","0","0","0","3","1","0"
"SLC22A9","0","0","0","0","0","0","0","0","0","1"
"TRIM5"," 9","17","22","34","35","12","31","11","18"," 6"
"ARFIP2","23","22","20","24","33","22","20","17","29","19"
"TPP1","1","2","5","2","2","2","2","0","1","2"
"OR10A4","0","0","0","0","0","0","2","0","1","1"
"FADS2","193","108"," 43"," 63"," 13"," 68"," 80"," 98"," 92","124"
"TRMT112"," 787"," 276","1220"," 621"," 711"," 534"," 393"," 726"," 561"," 659"
"CREBZF","30","37","22","22","71","17","31","68","35","30"
"NCR3LG1","0","4","1","2","3","1","2","1","1","1"
"SDHCP4"," 0"," 9"," 3"," 0","10"," 2"," 0"," 6"," 9","13"
"ZBTB16"," 6"," 4"," 2"," 6","35","16"," 7","14","11","11"
"OLFML1"," 1","12"," 1"," 2"," 2"," 0"," 3"," 2"," 2"," 1"
"PPFIBP2"," 3"," 7"," 5"," 2"," 6"," 4"," 3"," 5"," 5","13"
"CYB5R2","0","1","3","1","0","2","2","0","1","1"
"BUD13"," 9","16","14","14","10"," 8","11","10","10"," 3"
"ZPR1","0","0","1","1","1","1","1","1","1","1"
"APOA1","0","2","3","1","0","1","0","3","2","4"
"SIK3","23","19","15"," 5"," 8","12","13","35","20","22"
"OR51M1","0","1","1","0","3","0","2","0","2","2"
"OR51I2","0","2","0","0","2","0","0","0","1","0"
"OR52K2"," 0","15","24"," 0"," 3"," 2"," 5"," 1"," 2"," 4"
"CCDC87","1","0","0","0","1","0","1","1","0","1"
"CCS","11"," 9"," 9"," 5","12"," 8","13","14"," 9","12"
"RBM14","11"," 9"," 7"," 1"," 6"," 6"," 9"," 8"," 5"," 5"
