"","SRR11862835","SRR11862837","SRR11862839","SRR11862841","SRR11862845","SRR11862847","SRR11862849","SRR11862851","SRR11862855","SRR11862857"
"ZNF829","2","4","5","3","4","8","4","4","7","4"
"KANK2"," 4"," 9"," 4"," 2"," 9","20","16","10","10","12"
"SPACA6","4","3","2","1","2","3","6","6","5","5"
"FFAR2"," 3","10"," 3"," 0"," 0"," 2"," 1"," 1"," 2"," 3"
"EXOC3L2","0","0","0","0","1","1","1","0","2","0"
"PRMT1"," 85"," 84"," 53"," 39"," 92"," 80","189","143","266","168"
"PAFAH1B3"," 14"," 30"," 16","  7"," 18"," 71"," 75"," 51","221"," 64"
"ZNF146","2","1","2","1","0","1","3","2","1","3"
"PRKD2"," 7"," 5"," 5"," 4"," 9","19"," 7"," 9","24"," 6"
"MRPL34","12"," 3"," 5"," 4"," 9","15","18"," 9"," 4","11"
"NTN5","1","3","1","0","0","1","1","2","0","1"
"MAP4K1"," 8"," 4"," 4"," 3"," 2","18"," 2"," 7","23"," 6"
"EIF3K","130","207","164"," 54","117","110","181","212","275","200"
"LGALS4","2","3","3","1","5","4","1","4","1","0"
"EML2","35","15","10"," 3","17"," 4","17","15"," 8","39"
"WIZ"," 6"," 8","12"," 1"," 9","48","25","30","48","36"
"PWWP3A","10","19","13"," 3"," 9","14","35","34","37","27"
"REEP6"," 6"," 7"," 2"," 0"," 6"," 7","18","11","11"," 5"
"BRD4","14","10"," 8"," 2","11","74","50","62","86","56"
"STX10"," 36"," 47"," 34"," 21"," 37"," 84"," 58"," 45","113"," 43"
"RPL12P42","0","0","1","0","3","1","0","0","0","0"
"CACNA1A","1","2","3","0","1","1","6","5","0","2"
"CALR"," 933","1006"," 626","1391","1572","2509","1372","1431","2403","1936"
"BST2"," 302"," 338"," 185"," 262"," 420","3489"," 385"," 579"," 427"," 713"
"MVB12A","0","1","0","0","3","3","3","2","4","3"
"RASIP1"," 8","13","10"," 3","14","12","57","24","12","41"
"MADCAM1","1","1","0","0","1","1","7","3","3","8"
"BSG","230","235","213"," 21","240","399","609","530","465","484"
"GRIN2D","0","3","2","0","1","2","6","6","1","2"
"TBXA2R","1","0","1","1","1","2","4","1","4","3"
"CACTIN","10"," 9"," 6"," 2","10","10","20","19","46","18"
"PIP5K1C"," 10"," 32"," 46","  3"," 14"," 24","121"," 90"," 42"," 74"
"AKAP8","11"," 9"," 8"," 2","13","34","19","19","62","30"
"GRAMD1A","12"," 8"," 6"," 3","11","26","24","20","36","32"
"RFX2","1","1","1","0","0","5","3","1","2","0"
"MLLT1"," 41"," 51"," 42","  5"," 43"," 67","166","110","175","138"
"CLPP"," 6"," 3"," 2"," 2"," 7"," 9","10"," 9","18","10"
"ALKBH7"," 81"," 50"," 33"," 22"," 70","108","123"," 93","129","166"
"GTF2F1"," 23"," 25"," 21","  5"," 38"," 44","123"," 73","158","131"
"SLC25A23"," 46","139","127","  6"," 40"," 31","223","171"," 88","297"
"AKAP8L","20","17","19"," 6","21","39","41","37","57","38"
"YJU2B","12"," 9"," 6"," 2"," 9","23","22","20","60","28"
"MRI1","20","12","12"," 2","16","71","34","25","30","38"
"C19orf53","155","134"," 62"," 55","181","379","299","242","278","256"
"CC2D1A"," 7","10"," 8"," 1"," 9","22","28","25","31","25"
"CCL25","0","0","0","0","0","0","0","0","0","0"
"SPINT2"," 7","27","49","10","10","12","80","92","29","84"
"PPP1R14A","564","288"," 37","105","520"," 13","242","343"," 74","390"
"YIF1B","34","16","14","14","17","80","36","50","40","46"
"FUT1","1","0","2","0","0","0","7","4","0","1"
"TRMT1","40","22","26"," 8","44","76","55","54","94","80"
"CLIP3"," 5","16","21"," 1","10","19","30","20","26","23"
"THAP8","13"," 8"," 5"," 2"," 6","76","35","15","29","29"
"POLR2I","46","35","46","17","27","65","50","45","55","94"
"TBCB","168"," 99"," 66"," 63","147","144","182","175","138","196"
"CAPNS1","102","127","139"," 96"," 96","486","236","273","123","206"
"ZNF468","2","2","5","3","2","7","2","4","2","1"
"WDR62","0","0","0","0","0","2","0","0","2","1"
"NDUFA3","139","175","168"," 96","144"," 74","184","201","132","137"
"LENG1"," 63"," 31"," 12","  9"," 52"," 62","119"," 69","125","126"
"TMC4","2","0","1","0","1","0","1","0","1","0"
"MBOAT7"," 19"," 26"," 33","  1"," 20"," 65"," 81","121"," 74","105"
"TSEN34"," 8","14"," 7"," 5","15","41","13","19","48","25"
"RPS9","228","215"," 64"," 80","220","223","226","168","231","220"
"LILRA6","1","0","1","2","0","0","0","3","1","0"
"LILRB5","0","0","0","1","1","0","1","1","0","2"
"LILRB2","3","2","2","2","0","5","0","3","3","1"
"ARHGEF18","13","11"," 4"," 2"," 8","21","32","20","29","32"
"MARCHF2","127","111"," 87"," 32"," 94","183","390","350","160","398"
"ZNF573"," 8","17","14"," 9","11","12","10","11","16"," 5"
"LSM14A"," 65","120"," 79"," 72"," 71","118"," 47"," 76","105"," 56"
"MKNK2","19","13","12"," 7","24","32","71","30","58","44"
"HPN","19"," 5"," 2"," 2","12"," 1","15","10"," 2","11"
"PRR19","0","0","2","0","3","4","4","2","1","4"
"SNRPD2","155","256","337","215","180","191","262","253","513","226"
"TGFBR3L","0","0","1","0","0","0","2","3","0","5"
"DAND5","0","0","0","0","0","3","0","1","2","3"
"ARHGAP45","4","2","1","2","1","5","2","3","3","3"
"TFPT"," 44"," 29"," 38","  4"," 51"," 43","141","111","144","162"
"TOMM40","17","15","14"," 4","25","34","74","43","79","54"
"APOE"," 2621"," 1451","  755","  613"," 4030","10572"," 6582"," 4401","16586"," 8743"
"APOC1","603"," 47"," 54","613","446","646"," 70"," 75","637","187"
"CLPTM1"," 72"," 91","114"," 29"," 97","152","238","241","107","248"
"ZNF563","13","12","13"," 7","16"," 9","16","16","13","11"
"ZNF442","1","4","3","2","1","1","0","1","1","0"
"RPS29P23","0","0","5","0","0","0","0","0","6","0"
"GCDH","29","19"," 8"," 3","24","19","43","22","65","43"
"MYADM","24","27","14","12","25","74","39","51","44","40"
"PRKCG","  0"," 20"," 33","  0","  0","  0"," 20","179","  1","126"
"CACNG7"," 37"," 48"," 59","  3"," 22"," 42","230","163"," 65","133"
"CACNG8"," 0"," 7"," 9"," 0"," 0"," 0","37","31"," 1","24"
"ARRDC2","55","19","12"," 7","32","20","56","47"," 5","39"
"FZR1"," 9","10"," 8"," 2"," 5"," 9","23","12","36","11"
"MFSD12","2","1","0","0","0","1","1","0","2","1"
"HMG20B","27","17"," 5"," 8","23","49","28","28","84","22"
"GIPC3","2","2","0","0","3","2","1","2","3","4"
"CCDC124","126"," 85"," 62"," 13"," 78","335","532","350","403","453"
"C19orf71"," 3"," 4"," 1"," 0"," 0"," 4"," 7"," 4","21"," 0"
"FKBP8"," 95","112","136"," 12","102","190","586","329","115","476"
"KXD1","39","20","23","20","31","87","59","52","57","68"
"UBA52","424","419","595","639","571","519","299","443","267","353"
"CRLF1","  0","  4"," 11","  0","  0","291"," 31"," 13","  1"," 13"
"REX1BD"," 8","13"," 7"," 2","15","11","47","22","12","35"
"TMEM59L"," 43","138","300","  5"," 72"," 70","709","876","269","822"
"ZNF69"," 4"," 5"," 6","10"," 9","11"," 3"," 3","15"," 7"
"ZNF700","7","3","8","4","8","8","3","7","2","3"
"PPP1R13L"," 8"," 9"," 2"," 2"," 9"," 9"," 7"," 5","23"," 8"
"ERCC2"," 5"," 9"," 7"," 2"," 6"," 9","13","17","12","12"
"ZNF649","2","1","1","0","3","1","1","1","5","1"
"ZNF613","3","5","4","4","3","3","4","2","5","3"
"ZNF350"," 6","10","11"," 8"," 6"," 9"," 3"," 7","10"," 4"
"DNM2","34","14"," 7"," 7","23","18","28","21","33","31"
"ZNF317"," 6","10"," 5"," 4"," 8"," 7","11"," 8","11"," 7"
"CIC","15","17","15"," 1"," 8","15","48","33","44","32"
"DMPK","2","3","1","0","4","3","3","3","8","3"
"NWD1","10","17"," 9"," 2","10","49","17","14"," 4","14"
"SIN3B"," 42"," 35"," 50","  7"," 37"," 97"," 79","107"," 58"," 90"
"CPAMD8","4","0","0","0","0","7","0","0","0","0"
"HAUS8","1","2","0","1","1","4","1","1","1","1"
"ATP5F1D"," 53"," 68"," 57"," 11"," 68"," 94","372","259","435","506"
"SCN1B"," 25"," 68"," 34","  6"," 14"," 12","687"," 77"," 13","209"
"SHISA7"," 4"," 7"," 5"," 0"," 1"," 0","15","13","10"," 7"
"ZNF180"," 9","11"," 5"," 4","13"," 6","10"," 8","23"," 4"
"OLFM2"," 37","140"," 97","  8","113"," 82","467","238","330","426"
"PODNL1"," 1"," 1"," 1"," 1"," 1","12"," 1"," 2"," 2"," 2"
"SHC2","11","14"," 8"," 1"," 6","17","43","45","52","25"
"MEX3D","0","0","0","0","1","2","1","1","7","1"
"ZNF415","52","30","24","22","49","19","22","37","10","14"
"CYP4F11"," 10"," 17"," 12","  6","  5","126"," 18"," 17","  1"," 16"
"LMTK3","  9"," 37"," 33","  1","  7"," 11","112","127"," 36","120"
"MIER2","12","10"," 9"," 2"," 9","20","25","26","34","33"
"ZNF266","13","16","13","15","11","14"," 9","12","13"," 8"
"SMARCA4","13","12","11"," 1","10","20","48","39","80","55"
"SCGB2B2","2","0","2","0","2","3","2","2","7","1"
"ZNF738","15","15","12","20","15","20"," 7","12","20"," 8"
"SLC1A6"," 0"," 2"," 4"," 0"," 1"," 0","11"," 8"," 8"," 7"
"ZSCAN5A","1","1","1","1","1","4","1","1","4","1"
"KCTD15"," 4"," 8","10"," 1"," 4","46"," 9","15","11","13"
"ZNF439","2","2","1","3","1","1","1","2","2","2"
"ZFP30"," 3","10"," 7"," 5"," 4","11"," 5"," 8"," 8"," 7"
"ZNF841"," 72","111","139"," 54"," 87"," 80"," 75"," 71","105"," 53"
"ZNF534","6","5","5","1","3","2","4","7","2","6"
"TNPO2","14","40","30"," 3","12","17","57","56","36","30"
"GATAD2A","17","13"," 8"," 2","15","48","21","26","67","33"
"ZNF761","2","3","3","3","2","4","3","2","2","1"
"ZNF383","3","5","4","5","2","8","2","6","2","2"
"ZNF551","5","6","3","2","6","4","1","3","9","1"
"ZNF154"," 8","22","16"," 3"," 8","18","17","16","27"," 9"
"ZNF671","15","22","16","11","15","18","20","15","29","15"
"ZNF347","9","9","7","8","5","7","4","7","5","2"
"ZNF665","6","5","3","4","3","7","1","4","3","2"
"NDUFV2P1"," 2","11","16"," 7"," 5","10"," 3"," 6"," 9"," 4"
"ZNF677","2","2","1","2","2","5","1","1","7","2"
"VN1R2","0","0","0","0","0","3","0","1","4","0"
"ZNF160","32","24","23","28","31","23","17","19","19","13"
"ZNF224"," 9"," 7"," 7"," 7","13"," 6"," 7"," 7"," 8"," 5"
"ZNF225","3","6","5","4","2","3","2","2","2","0"
"ZNF234","10"," 6"," 8"," 5"," 7"," 9"," 5"," 9"," 9"," 2"
"ZNF226"," 7","11","10"," 7"," 6","10"," 9"," 5","10"," 3"
"ZNF227","21","29","29","26","30","32","27","37","34","30"
"ZNF233","1","2","5","0","2","3","1","3","2","2"
"KLK14"," 4"," 4"," 4"," 0"," 0","11","13"," 9","21"," 5"
"CTU1","1","0","1","0","1","1","2","1","2","2"
"SIGLEC9","12"," 9"," 5"," 8","24","24"," 8"," 6","12"," 5"
"SIGLEC7","0","0","0","0","0","1","0","0","1","0"
"CD33","3","0","1","5","0","4","0","2","1","1"
"IGLON5"," 1"," 4"," 8"," 0"," 2","10","22","11","10","10"
"VSIG10L","2","3","2","1","1","7","3","4","2","3"
"CLDND2"," 0","11","10"," 4"," 3"," 3"," 6"," 4"," 3"," 3"
"NKG7","12","20"," 1","11"," 8","23"," 7","12","15"," 7"
"SIGLEC10","0","1","1","2","1","4","0","2","1","1"
"LILRB3","6","4","4","1","1","6","2","3","9","2"
"LILRA5","5","0","1","3","1","0","0","0","0","0"
"LAIR1","14"," 8"," 5","29","29","31"," 8","11","11","10"
"TTYH1","14","16"," 7"," 1","16","13","56","47","40","77"
"LENG8","127","130"," 82"," 31"," 93","108","163","174","219","167"
"CDC42EP5","3","2","1","1","3","2","2","5","3","0"
"ZNF544","1","2","2","1","1","1","2","2","2","1"
"NR1H2"," 9"," 8"," 6"," 1"," 3","12","24","15","24","17"
"GARIN5A"," 6"," 8"," 9"," 1"," 3","15","40","15","24","27"
"EMC10","1","2","0","0","1","1","1","0","1","1"
"ZNF135","2","1","1","0","0","1","1","1","3","2"
"ZSCAN18","12","13","10"," 2","10","25","41","32","51","54"
"ZNF329"," 6"," 5","11"," 5"," 7","15","16","14","15","13"
"RPL36"," 511","1005"," 521"," 405"," 750","1038"," 670"," 958","1423"," 895"
"MICOS13"," 5"," 2"," 3"," 1"," 3","11","15","15","10","20"
"LONP1"," 29"," 30"," 28","  6"," 26"," 35"," 63"," 62","151"," 79"
"DUS3L","10"," 6"," 5"," 2","14","19","22","17","90","20"
"VMAC","1","0","0","0","2","1","2","0","4","1"
"ATCAY","  7"," 62","109","  3"," 20","  5","191","232","139","166"
"DAPK3"," 46"," 33"," 45"," 12"," 39"," 91","103"," 68","219"," 79"
"EEF2"," 658"," 805"," 625"," 163"," 997"," 553","1826","1510","1927","1933"
"PIAS4"," 51"," 20"," 14","  3"," 42"," 20"," 60"," 56","146"," 84"
"ZBTB7A"," 23"," 33"," 24","  2"," 19"," 14","120"," 81"," 43","115"
"MAP2K2","12","17","16"," 2","16","25","62","49","55","73"
"SIRT6","11"," 8"," 8"," 2","10","34","79","27","91","35"
"MIDN","  7","  7","  2","  0","  9"," 13","  9","  8","108"," 19"
"CIRBP","258","170","204"," 95","135"," 83","236","228","371","319"
"FAM174C"," 16"," 11","  9","  1"," 18"," 49"," 47"," 35","171"," 71"
"NFIX","12","23"," 5"," 1","16","93","53","23","46","35"
"RPS27P29"," 3","17","18"," 0"," 0"," 0"," 9"," 6"," 3"," 0"
"ZNF681","1","3","5","3","2","6","1","5","1","3"
"ZIM2","1","1","4","0","2","5","1","1","2","4"
"ZNF567"," 6","13","25","15","12","17","12","11","12","11"
"KMT2B"," 6"," 6"," 4"," 1"," 7","14","11","12","27","19"
"ZNF136","11","16","16","19","13","15","16","17","17","13"
"ARHGAP33"," 45"," 40"," 26","  3"," 37"," 29"," 67"," 74","106"," 88"
"IRGQ","1","3","2","0","2","1","5","5","8","3"
"ZNF576","2","4","5","2","2","2","5","5","3","3"
"SRRM5","1","0","1","0","1","4","1","2","6","0"
"POLD1","1","0","1","1","2","5","1","1","8","2"
"ATF5","15"," 5"," 6"," 4","20","70","20","25","82","31"
"PLEKHJ1"," 7"," 7"," 7"," 2","14","16","35","24","43","33"
"SF3A2"," 15"," 22","  5","  1"," 19"," 41"," 73"," 50","342"," 74"
"AMH","  0","  2","  1","  0","  0","  1","  6","  2","148","  5"
"DYRK1B"," 8","16","14"," 3","13","35","40","41","49","33"
"FBL","137","118"," 90","101","207","271","180","133","529","236"
"MAU2","15","13"," 8"," 4","14","21","18","17","44","19"
"ZNF557","20","16","12","10","28","17","23","22","54","11"
"GNG8","35","45"," 7","14","30"," 4","32","44","14","72"
"ZNF429","12","14","23","16","10","21","15","19","20","17"
"ZNF208"," 31"," 20","204"," 25"," 18","116"," 10"," 38","  2"," 43"
"ZNF345"," 7","13","20"," 9","13","18","17","15","21","10"
"USE1"," 82","126"," 69"," 40"," 76","170"," 80","151"," 85","150"
"STK11","11"," 9","11"," 2"," 8","14","26","19","62","30"
"SELENOW","106","123"," 72"," 18","105"," 43","101","112"," 25","103"
"CYTH2","15","16","12"," 5","20","31","46","36","57","47"
"ZNF793"," 6","16","12"," 3"," 7","15"," 7","12","10"," 7"
"HNRNPUL1"," 77"," 65"," 39"," 24"," 99","131","125"," 87","318","129"
"ZNF667","4","7","9","1","1","4","5","7","7","4"
"ZNF132"," 23"," 26"," 13","  8"," 21"," 24"," 25"," 19","105"," 22"
"AURKC"," 1"," 3"," 3"," 1"," 3","16"," 4"," 1"," 1"," 2"
"PRR12","11","17","11"," 1"," 7","20","33","33","45","44"
"ZNF615"," 9","17","16"," 9","12"," 9","14"," 9"," 6","11"
"ZNF772","0","1","2","1","1","1","1","1","1","2"
"ZNF253","24","25","35","21","15","33","12","15","18","10"
"SIX5","0","0","1","0","2","4","1","3","4","3"
"ZNF382"," 2","11","10"," 2"," 2"," 4"," 6"," 6"," 3"," 3"
"ZNF100","3","2","3","4","3","4","1","3","2","4"
"MARK4","17","28","17"," 3","13","28","65","53","56","63"
"TNNT1"," 1","23","20"," 0"," 2"," 1"," 8","45","16","29"
"KANK3","3","4","2","0","4","2","7","4","1","5"
"MYH14","14"," 7"," 5"," 2"," 5"," 8","22","17","13","21"
"ZNF324"," 9"," 6"," 7"," 1","10","11","21","16","43","19"
"ZNF302"," 8","19","19"," 9","13","49","14","16","17","22"
"CLEC11A","0","0","0","1","1","1","0","0","0","0"
"SPTBN4"," 1"," 3"," 2"," 0"," 1"," 4","13"," 8"," 9"," 8"
"GPX4","190","165","165"," 68","237","337","572","492","348","535"
"SIRT2","189","107"," 36"," 43","166"," 88","127"," 98","126","144"
"ZNF419","3","3","1","3","5","0","1","3","4","6"
"KCNN4"," 1"," 0"," 2"," 0"," 0"," 8"," 4"," 3","13"," 3"
"ZNF568","11","18","21"," 7","11","18","13","10","19","10"
"ZNF99","1","1","2","2","1","8","1","2","0","1"
"ZNF461","12","17","18","16"," 8","24","23","19","22","13"
"BAX","46","16","12","10","40","33","18","27","50","27"
"IGFL4","1","4","6","0","0","2","8","6","1","4"
"RYR1"," 4"," 8"," 5"," 2"," 4","13"," 7"," 9"," 5"," 7"
"ADM5","2","9","4","2","0","2","6","8","9","4"
"FCGBP"," 2"," 1"," 1","42","20","16"," 1"," 1","68"," 1"
"SHANK1"," 1","38","53"," 0"," 1"," 0","39","96"," 3","45"
"CEACAM19","2","4","2","1","2","3","5","6","9","3"
"IGFL2"," 6"," 6"," 2"," 3"," 7"," 6"," 7","10"," 2"," 1"
"VSTM2B","10","16","11"," 0","12"," 1","41","35"," 7","30"
"MISP3"," 13"," 23"," 17","  1","  7"," 19","101"," 30","  9"," 73"
"GRIK5"," 9","27","55"," 4","20","39","60","74","63","42"
"ADGRL1"," 7","21","20"," 1"," 6","10","51","41","22","26"
"DCAF15","10"," 6"," 7"," 3","14","32","12","21","47","13"
"ERVV-1","0","0","1","0","0","0","2","1","1","0"
"DPF1","  5"," 19"," 18","  1"," 13"," 12"," 56"," 73"," 39","102"
"NANOS3","0","1","1","0","0","0","2","5","3","3"
"BRME1"," 1"," 2"," 0"," 0"," 1","12"," 0"," 5","23"," 6"
"ATP8B3","1","0","1","1","1","1","0","0","1","4"
"C19orf12","0","1","2","0","0","0","2","2","1","3"
"TMEM38A"," 45"," 82"," 55","  7"," 74","223","241","128"," 52","118"
"HCN2"," 2"," 3"," 4"," 0"," 5"," 0","12"," 3"," 3"," 8"
"POLRMT","19","15"," 9"," 1","18","13","49","31","66","69"
"FGF22"," 3"," 1"," 2"," 0"," 0"," 1"," 3"," 8"," 1","13"
"RNF126"," 6"," 7"," 5"," 1"," 6"," 8","22","26","28","20"
"FSTL3"," 3"," 3"," 2"," 1"," 2","10","12"," 7","11"," 4"
"ANGPTL8","1","1","1","1","0","1","2","2","1","0"
"RAB3D"," 7"," 9"," 7"," 3"," 7"," 7","25","18","29","22"
"EBI3","11"," 6","11"," 4","15","27"," 5","13"," 8","41"
"ZSWIM4"," 2"," 2"," 2"," 0"," 6"," 9"," 9"," 8","64","10"
"ANKRD24"," 12"," 41"," 41","  1","  4"," 17","127","108"," 33"," 95"
"COLGALT1","25","18","11","10","26","59","21","24","42","38"
"PTPRS"," 25"," 27"," 21","  3"," 24"," 32"," 88"," 83","189"," 96"
"PSPN","0","0","0","0","0","0","0","1","2","2"
"KHSRP"," 31"," 31"," 23","  8"," 33"," 82"," 95"," 77","141"," 96"
"PLPPR2"," 8","15","26"," 2"," 5","28","37","44","35","50"
"TRIM28"," 63"," 46"," 49"," 17"," 55","105","109"," 88","272"," 71"
"UBE2M"," 67","143","157"," 21"," 73","120","249","347","194","282"
"CHMP2A","138","182","103"," 79","210","202","260","237","402","273"
"BICRA"," 5"," 4"," 2"," 0"," 3"," 7"," 9","11"," 8"," 7"
"LRFN3"," 3"," 4"," 3"," 0"," 1"," 7","12"," 8","12","13"
"SDHAF1","43","33","24","11","42","40","55","37","31","46"
"SYNE4","1","0","1","0","0","3","6","0","6","0"
"POU2F2","1","1","1","1","1","2","1","1","4","0"
"ECSIT","10","10","10"," 2"," 8"," 8","48","29","52","30"
"EXOSC5","11"," 5"," 5"," 2"," 7","10","25","18","76","28"
"MCEMP1","3","1","2","8","0","0","0","4","2","0"
"EVI5L"," 69"," 54"," 34","  4"," 44"," 32","125","125"," 78","123"
"ELAVL1"," 8"," 9"," 7"," 4","14","13","15","14","27","11"
"UNC13A"," 1","24","41"," 0"," 3"," 6","80","94","12","68"
"MAP1S","14","13","11"," 2","14","22","65","35","15","48"
"GDF15","0","0","0","1","1","9","0","1","2","0"
"ELL"," 3"," 4"," 6"," 2"," 3","14"," 7","11"," 5"," 5"
"ZNF875"," 7","12"," 7"," 4"," 9","17","12","13","14","11"
"ZNF83","19","19","20","29","41","22","21","35","45","29"
"KCNN1","0","2","2","0","0","0","5","5","1","2"
"ZNF530","3","1","1","2","4","4","1","3","8","1"
"ZNF606"," 5"," 6"," 4"," 3"," 5","12"," 4"," 3","13"," 3"
"ZNF566"," 4"," 9"," 5"," 6"," 4","11"," 6"," 3"," 6"," 5"
"LYPD3","1","2","1","0","1","5","2","1","0","4"
"PHLDB3","1","1","2","0","2","3","2","2","4","4"
"ETHE1","0","0","0","0","0","0","3","0","1","0"
"DHX34"," 4"," 5"," 3"," 0"," 3"," 7","12"," 9","15","14"
"MEIS3"," 0","16","15"," 0"," 4"," 5","18","61","18","38"
"SLC8A2"," 1","14","23"," 0"," 1"," 1","47","45"," 0","36"
"KPTN"," 5","10"," 4"," 3","10","28","19","21","13","27"
"NAPA"," 80"," 66"," 92"," 28"," 95","145","322","192"," 98","219"
"GGN","0","0","0","1","0","1","4","2","2","0"
"SPRED3","0","2","1","1","1","2","2","7","4","2"
"ZNF600","6","4","4","7","8","6","2","2","3","1"
"ZNF320","3","3","4","5","5","9","6","4","6","5"
"KLK5","0","2","7","0","0","0","0","4","0","6"
"KLK6","9","4","1","4","5","0","2","2","1","0"
"KLK7"," 0"," 9","17"," 0"," 0"," 0"," 1","26"," 0"," 7"
"SAMD4B","25","24","17"," 5","20","61","49","50","62","56"
"GPR108","50","48","23","12","49","68","89","68","83","98"
"SIGLEC14"," 1"," 1"," 1"," 4"," 2","14"," 3"," 2"," 1"," 1"
"CBARP","1","3","1","0","1","1","5","4","9","3"
"ZNF888","1","2","1","1","1","3","2","1","0","3"
"OSCAR","0","0","1","0","0","1","1","0","1","3"
"FAM98C","10","12"," 8"," 4","16","21","24","25","25","42"
"SPC24"," 1"," 1"," 4"," 2"," 5","14"," 2"," 0","32","13"
"SCGB1B2P"," 4"," 6"," 8"," 1"," 4","10"," 9","19"," 7","21"
"PAK4","16","11"," 6"," 1","15","47","41","30","76","52"
"LILRA2","4","1","0","5","3","4","2","2","3","1"
"LILRA1","1","3","1","1","1","4","0","3","1","2"
"LILRB1"," 2"," 1"," 2"," 6"," 3","11"," 0"," 3"," 3"," 2"
"FCAR","3","1","1","2","0","4","1","1","1","0"
"LILRB4"," 9"," 1"," 1"," 9"," 9","17"," 1"," 6","11"," 6"
"PDCD5","45","56","95","89","59","85","72","71","65","38"
"ANKRD27","2","3","2","1","2","4","4","5","4","4"
"SNORA68B"," 0"," 0","10"," 2","22"," 3"," 0"," 6"," 6"," 0"
"NUDT19"," 3"," 5"," 5"," 4"," 7","20"," 7"," 2"," 7"," 8"
"SLC7A9","0","1","1","0","0","2","0","1","1","0"
"C3","25","24","10","30","51","76","13","23","29","29"
"HAUS5","14"," 6"," 1"," 2"," 7","22","24","14","59","17"
"RBM42"," 90"," 40"," 40"," 12","144","167","131","101","309","199"
"COX6B1","1061","2035","2364","1265","1614","1918","3105","2613","1584","2594"
"MED16","12","21","12"," 2","10","25","50","38","72","42"
"PRTN3"," 0"," 3"," 2"," 0"," 1"," 1"," 2"," 2"," 7","12"
"SIGLEC5","2","1","1","2","0","3","1","2","2","2"
"PROSER3","1","0","1","0","1","4","1","2","4","1"
"SHD"," 2"," 1"," 2"," 0"," 2"," 1","10"," 4","29"," 2"
"TMIGD2","1","0","1","0","1","2","0","2","0","0"
"FSD1"," 20"," 38"," 38","  3"," 15"," 10","124"," 79","162","119"
"PLPPR3"," 0","10","11"," 0"," 1"," 0","18","47","36","32"
"R3HDM4"," 64"," 19"," 12","  3"," 22"," 24"," 45"," 55","118"," 71"
"KISS1R","0","0","0","0","2","0","0","0","6","0"
"ELANE","0","0","0","0","0","0","0","2","2","0"
"GMIP"," 7"," 8"," 9"," 3","11","23","18","14","22","12"
"ATP13A1"," 3"," 3"," 2"," 1"," 3","14"," 7"," 8","17"," 6"
"ZNF101","3","7","4","3","5","7","3","3","9","3"
"ZNF14","13","42","34","13","34","39","36","29","77","38"
"LPAR2"," 3"," 3"," 4"," 1"," 3","11"," 7"," 3","33"," 5"
"RTN2"," 0","10"," 9"," 1"," 3"," 1","26","24"," 8","20"
"PPM1N","2","2","3","1","2","4","0","6","1","4"
"VASP"," 4"," 5"," 2"," 2"," 3"," 5"," 3"," 6","12"," 8"
"OPA3","1","1","2","0","1","2","3","3","2","2"
"ZNF582","16","25","12"," 7","17","21","22","22","23","28"
"ZNF846","26","24","14","14","21","18","15","23","41","14"
"CFD"," 3"," 5"," 4"," 3"," 2","10"," 5"," 4","16","18"
"JAK3","1","0","1","1","1","3","1","1","1","1"
"RPL18A","249","234"," 98","119","285","551","237","317","282","204"
"ZNF44","8","5","8","6","7","4","5","5","6","3"
"NLRP2","1","1","0","0","0","0","2","1","0","5"
"MAST3","17","17","25"," 1"," 7"," 8","29","74"," 7","49"
"ACTN4"," 70"," 69"," 41"," 28"," 97","135","146"," 95","111"," 94"
"HIF3A","16"," 8","13"," 1","20","12","41","18","16","28"
"PPP5C","17","23","19"," 6","14","46","50","46","28","28"
"CCDC8"," 4"," 3"," 1"," 1"," 5","34"," 4"," 4","10","20"
"PLIN3","29"," 7"," 3","10","33","27","22","15","38","44"
"UHRF1"," 5"," 1"," 1"," 1"," 6"," 8"," 1"," 3","32"," 5"
"UQCR11"," 1"," 5"," 3"," 1"," 2"," 1","10"," 3"," 1"," 0"
"TCF3"," 9"," 6"," 2"," 1"," 8","18","13","10","83","21"
"LRP3"," 3","12"," 9"," 0"," 7","21","77","49","35","65"
"SLC7A10"," 0","13"," 2"," 0"," 0"," 2","11"," 4"," 0"," 2"
"CEBPA-DT"," 2","19"," 8"," 4","14","10","36","18","21","21"
"CEBPG","1","3","1","1","1","2","2","1","5","2"
"OAZ1","0","1","0","0","0","0","3","1","1","3"
"PEPD","57","22","20","16","40","63","58","57","37","69"
"USF2","106"," 83"," 55"," 21"," 84","223","268","238","331","323"
"HAMP"," 6","13"," 6","45","14","55"," 6","15","27"," 6"
"MAG","469","248"," 33"," 60","294","  8","336","395"," 96","499"
"LSR","1","1","3","1","4","1","3","6","1","7"
"TPM3P5"," 30","153"," 89"," 30"," 53"," 76","186"," 57"," 56"," 91"
"PLEKHA3P1","22"," 0"," 4","23","13","11"," 8"," 9"," 0"," 0"
"CEACAM21","2","4","2","6","3","3","2","3","1","2"
"CEACAM4","2","5","2","3","1","4","2","1","1","0"
"CEACAM3","2","3","2","0","0","1","0","2","0","1"
"RPS19"," 963","1010"," 469"," 636","1359","1135"," 757"," 793","1961","1098"
"CD79A","1","1","0","0","0","2","0","1","2","0"
"BCL2L12"," 3"," 1"," 0"," 1"," 5","19"," 3"," 2","27"," 7"
