"","GSM5800240","GSM5800241","GSM5800242","GSM5800243","GSM5800244","GSM5800245","GSM5800246","GSM5800247","GSM5800248","GSM5800249","GSM5800250","GSM5800251","GSM5800252","GSM5800253","GSM5800254","GSM5800255"
"ENSG00000011376"," 9"," 6","10"," 9","11","10","13","11"," 5"," 5"," 5"," 6"," 9"," 9"," 7"," 8"
"ENSG00000011405","4","3","1","1","1","1","5","4","4","3","7","4","7","6","9","6"
"ENSG00000011422"," 6"," 6"," 5"," 6"," 4"," 2"," 5"," 6"," 2"," 2"," 2"," 2","10","10","11"," 9"
"ENSG00000011426"," 77"," 89"," 48"," 47","174","152"," 78"," 73","104","103"," 63"," 54"," 78"," 66","398","376"
"ENSG00000011451","31","29","39","39","29","25","44","39","25","24","17","19","22","17","18","17"
"ENSG00000011454","67","57","29","28","31","32","26","29","26","27","31","35","18","30","57","52"
"ENSG00000011465","19","22"," 8"," 8"," 4"," 7"," 4"," 4","10"," 9"," 9"," 8","11","12","15","14"
"ENSG00000011478","3","2","3","6","0","0","0","0","1","2","1","0","2","3","4","3"
"ENSG00000011485","36","46","54","48","47","48","25","18","27","31","30","28","24","18","46","33"
"ENSG00000011523","28","25","14","10","11","10"," 8"," 9"," 7"," 8"," 4"," 4"," 4"," 5","12","13"
"ENSG00000011566"," 5"," 4"," 3"," 3","13"," 7"," 1"," 1"," 6"," 5"," 4"," 6"," 4"," 5"," 7"," 8"
"ENSG00000011600"," 6"," 8","10"," 6"," 4"," 2"," 3"," 5"," 0"," 0"," 3"," 3"," 2"," 2"," 6"," 6"
"ENSG00000011638","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000011677"," 7"," 7"," 9"," 6"," 4"," 4","15","11","10"," 9"," 5"," 4"," 0"," 0"," 1"," 2"
"ENSG00000012048","2","3","0","0","3","3","6","3","2","2","1","3","0","1","2","3"
"ENSG00000012061","30","29","30","33","24","25","26","27","17","16","22","19","21","22","26","27"
"ENSG00000012124"," 27"," 30"," 19"," 18"," 74"," 50"," 78"," 78"," 23"," 22"," 27"," 32"," 98"," 97","230","191"
"ENSG00000012171","14","14","58","59","24","20","57","48","13","11","15","11","30","35","71","62"
"ENSG00000012174","0","1","1","0","0","0","1","1","1","1","0","0","0","1","2","1"
"ENSG00000012211","3","4","1","1","4","4","3","1","1","0","2","2","1","1","2","2"
"ENSG00000012223","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0"
"ENSG00000012232","17","21","19","21","29","16","27","27","16","20","29","24","22","32","28","35"
"ENSG00000012660","36","31"," 2"," 2","26","27"," 6"," 6","16","16"," 5"," 5","13","12","41","30"
"ENSG00000012779","12"," 5"," 0"," 0"," 7","10","14"," 8"," 1"," 2"," 3"," 1"," 2"," 2","10"," 9"
"ENSG00000012817"," 8"," 7","14","13"," 7"," 6","11","11"," 9","11","21","18"," 6"," 6","22","18"
"ENSG00000012822","117","107"," 91"," 95"," 82"," 76"," 67"," 63"," 88"," 88"," 53"," 58"," 33"," 37"," 85"," 81"
"ENSG00000012963","3","4","2","2","3","2","2","2","4","3","3","2","5","4","4","4"
"ENSG00000012983","29","31"," 5"," 5","16","18"," 4"," 3","24","21","20","12","12","14","33","27"
"ENSG00000013016"," 6"," 7","12","11","13","12","13","11","10","10","13","12"," 7"," 8"," 8"," 8"
"ENSG00000013275"," 8"," 8"," 2"," 3"," 8"," 8","10","12"," 5"," 5"," 9"," 6"," 4"," 5"," 9"," 9"
"ENSG00000013288","16","16","14","13","10"," 8","10","10","10"," 8"," 7"," 7","10"," 9","10"," 9"
"ENSG00000013293","3","3","0","0","1","1","1","1","1","1","2","4","0","0","1","1"
"ENSG00000013297"," 37"," 38"," 27"," 26"," 53"," 46"," 43"," 35"," 35"," 31"," 15"," 16"," 92"," 91","168","158"
"ENSG00000013306","53","58","41","40","24","29","63","65","26","28","22","19","25","29","41","41"
"ENSG00000013364","32","35","49","64","36","37","86","92","15","11","22","28","24","22","41","53"
"ENSG00000013374","2","2","3","3","1","1","3","2","4","4","4","4","5","7","6","6"
"ENSG00000013375","1","1","8","9","3","2","2","3","1","1","1","1","1","2","1","1"
"ENSG00000013392","2","3","3","3","1","1","0","0","3","4","1","2","1","1","1","1"
"ENSG00000013441"," 3"," 3"," 7"," 5"," 4"," 3"," 3"," 2"," 5"," 2"," 5"," 5"," 5"," 4","13","14"
"ENSG00000013503","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"ENSG00000013523","19","19"," 4"," 5","19","18","12","13","23","18","11","10"," 9"," 9","27","27"
"ENSG00000013561"," 0"," 1","14","11"," 1"," 1"," 2"," 4"," 1"," 2"," 1"," 1"," 4"," 4"," 6"," 6"
"ENSG00000013563","20","19"," 6"," 6"," 6"," 6"," 2"," 2"," 6"," 8"," 6"," 8","11","10"," 8"," 5"
"ENSG00000013573","9","9","9","9","2","2","1","1","3","3","5","6","3","3","9","7"
"ENSG00000013583","2","2","5","5","0","0","4","3","5","4","2","2","4","3","8","7"
"ENSG00000013588","3","1","0","0","2","3","0","0","0","0","0","1","1","2","0","0"
"ENSG00000013619","24","24"," 8"," 9","13","12","14","15","19","17","11","10"," 6"," 4"," 6"," 7"
"ENSG00000013725","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0"
"ENSG00000013810","2","3","1","1","1","1","1","2","0","0","1","2","2","3","0","2"
"ENSG00000014123","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1"
"ENSG00000014138"," 5"," 3"," 1"," 2","10"," 5"," 3"," 3"," 3"," 3"," 3"," 3"," 2"," 1","11","12"
"ENSG00000014164","11","10"," 6"," 5","10"," 8","11","10"," 8"," 7"," 6"," 5"," 8"," 8","10"," 9"
"ENSG00000014216","38","41","99","96","38","46","40","43","35","38","24","28","20","21","28","25"
"ENSG00000014257","0","0","0","0","0","0","6","5","5","3","2","1","0","0","1","2"
"ENSG00000014641","10","15","14","13","15","13"," 7"," 5","15","13","12","12"," 9"," 5"," 7"," 7"
"ENSG00000014824","2","1","0","0","1","2","0","0","1","1","3","3","2","1","2","3"
"ENSG00000014914","16","20"," 4"," 3"," 6"," 6"," 4"," 6"," 2"," 1"," 2"," 2"," 5"," 4","10","10"
"ENSG00000014919","1","1","5","4","0","1","0","1","1","1","2","2","3","3","2","2"
"ENSG00000015133","52","46"," 3"," 4"," 7"," 9"," 9"," 8"," 7"," 6"," 5"," 6"," 4"," 4"," 6"," 7"
"ENSG00000015153"," 1"," 1","10"," 7"," 5"," 8"," 2"," 1"," 6"," 6"," 3"," 4"," 5"," 5"," 4"," 3"
"ENSG00000015171"," 6"," 5"," 4"," 3"," 3"," 3"," 5"," 4"," 7"," 5"," 8"," 7","16","13","10","10"
"ENSG00000015285","18","21"," 1"," 1"," 3"," 3"," 8"," 8"," 9","10"," 4"," 5"," 4"," 5","10","11"
"ENSG00000015413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000015475","1","0","0","1","1","0","0","0","0","0","1","0","2","2","3","2"
"ENSG00000015479"," 9","10"," 4"," 6"," 5"," 4"," 6"," 5"," 7"," 7","10","10","14","11","14","13"
"ENSG00000015520","0","0","0","0","1","1","0","0","2","1","0","0","0","0","1","1"
"ENSG00000015532","16","14","12","12","18","23","11","13","25","25","11","11","12","21"," 8"," 9"
"ENSG00000015568"," 7"," 7"," 6","10"," 4"," 4"," 9"," 5","16","14","14","11"," 5"," 7"," 6"," 5"
"ENSG00000015592","11","11","13","13","17","14","14","11"," 6"," 5"," 6"," 9","13","15","25","23"
"ENSG00000015676","29","29","24","24","19","18","28","25","32","32","20","21","16","16","25","25"
"ENSG00000016391","4","3","2","2","2","2","3","3","1","1","2","1","3","3","3","3"
"ENSG00000016402","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","3"
"ENSG00000016602","0","0","0","0","1","1","0","0","2","2","0","0","0","0","1","1"
"ENSG00000016864","2","2","4","5","6","5","2","2","1","1","5","4","3","2","1","3"
"ENSG00000017260","16","15"," 5"," 4"," 8"," 9"," 2"," 3"," 3"," 2"," 3"," 2","12","11","18","21"
"ENSG00000017427","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000017483"," 6"," 4"," 4"," 4"," 5"," 5"," 2"," 3"," 6"," 7"," 1"," 2","18","12","10"," 7"
"ENSG00000017797","23","22","18","17","27","23","20","19","22","22","14","14","10"," 9","20","21"
"ENSG00000018189","24","19","12","12","13"," 9"," 4"," 4","12"," 9","10"," 9","11","10","25","19"
"ENSG00000018236","40","35","23","26","40","37","18","22","34","28","44","36","25","30","28","26"
"ENSG00000018280","108","106"," 19"," 16"," 49"," 44"," 26"," 20"," 37"," 25"," 20"," 30","  9","  8"," 59"," 53"
"ENSG00000018408","146","127"," 40"," 38"," 48"," 62"," 85"," 87"," 49"," 47"," 24"," 18"," 74"," 72"," 95"," 86"
"ENSG00000018510","1","1","0","0","1","0","1","1","1","1","1","1","1","1","2","1"
"ENSG00000018610","6","4","8","8","2","3","1","1","2","1","2","1","2","2","0","1"
"ENSG00000018625","1163","1174"," 685"," 689","1097","1099"," 745"," 722"," 737"," 698"," 879"," 938"," 644"," 666"," 543"," 535"
"ENSG00000018699","9","4","0","0","4","5","0","0","0","1","0","0","3","2","1","2"
"ENSG00000018869","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1"
"ENSG00000019102","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"ENSG00000019144","123","122"," 70"," 78","258","273","206","195","143","147"," 60"," 62","183","191","392","386"
"ENSG00000019485","7","7","6","7","2","2","4","4","4","4","4","4","2","3","4","3"
"ENSG00000019505","11","17","45","50","10","15","20","20","25","24","54","59"," 9"," 8","12","11"
"ENSG00000019549","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000019582","469","447"," 85"," 75","208","203","146","141"," 88"," 84"," 78"," 81"," 72"," 71","261","259"
"ENSG00000019991","11"," 4","29","28"," 1"," 1"," 0"," 0"," 4"," 2","14","10"," 3"," 5"," 6"," 6"
"ENSG00000019995","1","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1"
"ENSG00000020129","291","272","136","130","152","137","134","124","122","106","102"," 96"," 31"," 31"," 53"," 49"
"ENSG00000020181","2","2","6","5","7","7","9","9","6","5","6","6","7","7","4","4"
"ENSG00000020256","7","8","2","2","9","6","6","7","4","6","7","5","4","4","5","3"
"ENSG00000020426","0","1","1","1","0","0","0","0","0","0","2","2","1","1","1","1"
"ENSG00000020577","25","22","32","31","29","24","34","35"," 9"," 9","26","22","69","67","71","74"
"ENSG00000020633","4","4","1","1","3","2","2","1","1","1","4","4","1","1","5","4"
"ENSG00000020922","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1"
"ENSG00000021300","440","405","218","228","540","565","387","409","360","353","226","211","580","560","965","962"
"ENSG00000021355","4","3","0","0","1","1","1","1","2","1","1","1","2","1","3","3"
"ENSG00000021488","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000021574","1","1","1","0","1","1","1","1","1","1","1","1","2","2","2","2"
"ENSG00000021645","36","34","35","28","17","18","32","28","43","36","40","32","21","17","32","30"
"ENSG00000021762","27","28","26","21","26","27","30","26","32","34","25","26","17","23","43","40"
"ENSG00000021776"," 6"," 5"," 2"," 2"," 3"," 5"," 8"," 8"," 7","10","11","10"," 2"," 2"," 6"," 5"
"ENSG00000021826"," 0"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 1","11"," 8"
"ENSG00000022267","83","73","31","29","31","33","39","34","34","32","28","28","27","28","32","32"
"ENSG00000022277"," 5"," 5"," 5"," 5"," 0"," 0"," 4"," 2"," 2"," 2"," 3"," 2"," 8"," 8","10"," 8"
"ENSG00000022355"," 9","10","17","15"," 9"," 8"," 3"," 4"," 7"," 6","12","10"," 1"," 0"," 1"," 1"
"ENSG00000022556","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0"
"ENSG00000022567"," 7"," 7","15","11","10"," 9"," 5"," 4","21","17"," 6"," 8","10"," 8"," 5"," 4"
"ENSG00000022840","25","29","17","19","28","29","38","29","33","24","34","21","54","48","43","47"
"ENSG00000022976","3","3","0","0","2","2","1","1","1","2","1","1","1","1","4","2"
"ENSG00000023041","7","7","2","3","7","6","7","7","6","8","5","5","3","4","6","6"
"ENSG00000023171","35","37","35","38","56","50","39","34","37","38","36","36","19","18","14","14"
"ENSG00000023191","21","19","53","55","35","32","29","31","15","14","19","17","26","23","60","61"
"ENSG00000023228","11"," 9"," 3"," 2"," 7"," 7"," 4"," 5"," 6"," 5"," 4"," 4"," 5"," 6"," 7"," 7"
"ENSG00000023287","3","2","2","2","5","3","2","2","4","4","4","3","5","4","2","2"
"ENSG00000023318","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1"
"ENSG00000023330","22","29","34","27","13","20","19","23","22","15","11","13","11","11","24","19"
"ENSG00000023516","25","24"," 4"," 4","15","14"," 7"," 7","15","13"," 9"," 8"," 9"," 9","16","16"
"ENSG00000023572","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000023697","0","0","3","1","0","0","0","0","0","0","1","2","1","1","1","1"
"ENSG00000023734","22","19"," 3"," 3","10","10"," 6"," 4"," 5"," 5"," 6"," 5","10","11","12","12"
"ENSG00000023839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000023892","2","3","1","1","3","4","0","0","2","3","2","1","0","1","3","1"
"ENSG00000023902","27","22","23","22","14","14","18","18","14","14","26","25"," 9"," 8","14","13"
"ENSG00000023909","0","0","0","0","0","0","0","0","0","0","2","1","1","1","0","0"
"ENSG00000024048","2","3","1","1","1","1","1","1","2","2","2","2","2","1","2","3"
"ENSG00000024422","17","16","12","12","15","15","12","11"," 9"," 9"," 6"," 7","10","10"," 8"," 9"
"ENSG00000024862","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0","0"
"ENSG00000025039","12","12"," 8"," 7","12","10"," 5"," 4"," 8"," 7"," 8"," 6"," 8"," 8","10"," 9"
"ENSG00000025156","2","2","7","6","1","0","0","0","1","1","2","8","1","1","3","2"
"ENSG00000025293","39","28"," 9","10","19","15","21","20","17","15"," 9","12","24","19","21","22"
"ENSG00000025423","8","6","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"ENSG00000025434","11","18"," 2"," 3"," 9"," 9"," 3"," 5","12","12"," 6"," 6","11","13"," 3"," 5"
"ENSG00000025708","6","6","6","4","7","6","2","2","3","4","1","2","2","3","5","5"
"ENSG00000025770"," 5"," 5","22","21"," 9"," 8","15","12","11","10"," 5"," 5","12","13","11"," 9"
"ENSG00000025772","28","25","20","18","15","12","14","13"," 8"," 8","13","13"," 4"," 4"," 7"," 7"
"ENSG00000025796"," 6"," 7"," 3"," 2"," 2"," 9","10","10"," 1"," 1"," 3"," 5"," 7"," 7"," 7"," 7"
"ENSG00000025800","23","23"," 9","10","18","18","12","11","14","13"," 9"," 9","10"," 9","14","14"
"ENSG00000026025","433","433"," 71"," 68","175","192"," 95"," 88"," 91"," 88"," 18"," 19"," 19"," 18"," 37"," 34"
"ENSG00000026036","2","2","7","7","1","1","3","2","4","4","5","5","3","3","4","4"
"ENSG00000026103","12","11"," 9"," 8","10"," 9","16","14"," 8"," 5"," 3"," 4"," 1"," 2"," 3"," 3"
"ENSG00000026297","18","18"," 7"," 7","11","14"," 7"," 8"," 6"," 9"," 6"," 6"," 2"," 3","11","12"
"ENSG00000026508","460","433"," 86"," 80","292","244","341","318"," 89"," 73"," 66"," 65"," 89"," 78","276","233"
"ENSG00000026559","4","3","0","0","1","1","5","4","0","0","0","0","0","0","1","0"
"ENSG00000026652","13","12"," 8"," 8"," 6"," 6"," 2"," 2"," 4"," 4"," 4"," 4"," 5"," 4","28","25"
"ENSG00000026950"," 7"," 5"," 2"," 2"," 9","11"," 4"," 4"," 7"," 7"," 6"," 5"," 5"," 5","10","12"
"ENSG00000027001","2","4","3","3","0","0","0","0","2","1","0","0","1","1","1","1"
"ENSG00000027075","20","23","18","17","10"," 8"," 4"," 6"," 6"," 6"," 4"," 3"," 9","11","10","12"
"ENSG00000027644","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"ENSG00000027697","1","1","2","2","1","1","3","3","0","0","1","1","5","6","4","5"
"ENSG00000027847","7","6","9","8","6","4","3","2","3","5","6","8","6","5","3","5"
"ENSG00000027869","0","0","0","0","0","0","1","2","1","2","0","0","1","3","0","1"
"ENSG00000028116","0","0","0","0","2","2","1","1","1","1","2","1","5","4","3","1"
"ENSG00000028137","26","25"," 9"," 8","15","14","16","22"," 7"," 6","12"," 6","15","11","13","12"
"ENSG00000028203"," 7"," 7"," 5"," 4","19","10"," 7"," 9","20","19","15","15"," 7"," 9","11"," 8"
"ENSG00000028277","10"," 8"," 9"," 7"," 6"," 6"," 8"," 7"," 3"," 2","17"," 7"," 5"," 2"," 4"," 6"
"ENSG00000028310","16","15","12","12","16","17"," 9"," 8"," 7"," 8","12","12","14","12","23","23"
"ENSG00000028528","14","13","14","14","18","16","19","20","20","26","10","11","17","17","29","26"
"ENSG00000028839"," 6"," 3"," 1"," 1"," 1"," 2","14","11"," 2"," 1"," 3"," 3"," 0"," 0"," 4"," 3"
"ENSG00000029153","0","0","0","0","3","2","0","1","1","1","1","1","0","0","0","1"
"ENSG00000029363","17","12","11","12","14","11"," 9"," 8","10","12"," 6"," 8"," 6"," 6","17","16"
"ENSG00000029364","11","11"," 4"," 4"," 4"," 4"," 4"," 4"," 7"," 6"," 5"," 4"," 4"," 3"," 6"," 6"
"ENSG00000029534"," 2"," 2","14","14"," 1"," 2"," 2"," 2"," 7"," 6"," 6"," 6"," 7"," 7"," 5"," 5"
"ENSG00000029639","1","0","0","0","2","3","0","1","1","1","2","0","2","2","2","1"
"ENSG00000029725","1","1","1","2","3","4","4","3","2","1","2","2","4","5","6","5"
"ENSG00000029993","1","1","1","1","0","1","2","2","3","3","1","0","2","2","1","1"
"ENSG00000030066","3","3","5","5","5","2","3","3","3","3","7","2","1","1","4","5"
"ENSG00000030110","2","1","1","1","0","1","1","1","1","2","1","2","4","3","2","1"
"ENSG00000030304","6","6","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"ENSG00000030419","2","2","6","5","3","4","3","3","3","3","3","3","5","4","9","8"
"ENSG00000030582","43","40","50","42","49","38","77","73","37","33","34","25","36","37","51","54"
"ENSG00000031003","4","5","2","4","2","2","4","4","2","2","3","5","3","4","3","2"
"ENSG00000031081"," 7"," 7","18","15"," 9"," 7"," 6"," 6","15","15","11","12","24","20","10","10"
"ENSG00000031698","15","12","26","26"," 6"," 6","17","13","11"," 8","12","13"," 9","10","14","17"
"ENSG00000031823","47","42","17","18","24","26","45","41","41","33","34","36","34","35","40","37"
"ENSG00000032219","10"," 7"," 4"," 4"," 1"," 1"," 3"," 4"," 2"," 2"," 3"," 3"," 3"," 3"," 3"," 3"
"ENSG00000032389","11","12"," 6"," 6"," 8"," 7","13","13"," 3"," 4"," 7"," 8"," 5"," 5"," 6"," 7"
"ENSG00000032444","109","128","138","142","133","131","132","128"," 90"," 98"," 99"," 89","111","109","122","142"
"ENSG00000032742","0","0","0","0","0","0","1","0","0","0","0","0","2","1","4","1"
"ENSG00000033011","8","6","3","4","7","5","6","5","5","4","3","4","3","5","2","3"
"ENSG00000033030"," 7"," 6"," 3"," 4"," 5"," 6"," 1"," 1"," 4"," 2"," 7"," 6"," 4"," 6"," 8","10"
"ENSG00000033050","3","3","3","2","5","2","2","2","3","3","4","5","6","4","4","4"
"ENSG00000033100","6","6","5","5","5","4","4","4","3","3","2","2","3","3","5","3"
"ENSG00000033122","137","142"," 53"," 42"," 51"," 49"," 30"," 27"," 63"," 46"," 56"," 42","  7","  7","  5","  6"
"ENSG00000033170"," 9"," 7"," 3"," 2"," 6"," 5"," 5"," 6"," 3"," 2"," 2"," 2"," 2"," 2","11","10"
"ENSG00000033178","0","0","0","0","1","0","3","1","3","3","2","1","1","2","3","3"
"ENSG00000033327","107"," 86"," 29"," 27","132","136"," 35"," 31"," 54"," 53"," 71"," 54"," 96"," 89","141","125"
"ENSG00000033627","193","179","153","153","123","104","145","148","133","138","100","103"," 63"," 58","111","106"
"ENSG00000033800","69","63","37","37","22","24","35","32","39","41","22","23","10","10","25","22"
"ENSG00000033867","3","2","1","1","5","4","3","3","1","1","2","4","1","1","1","1"
"ENSG00000034053","14","13","57","53","18","16","31","31","15","14","18","19","20","21","20","20"
"ENSG00000034152","12","13"," 3"," 4"," 5"," 5"," 7"," 7"," 8"," 8"," 4"," 5"," 9","11","10"," 9"
"ENSG00000034239","11","11"," 0"," 0"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"
"ENSG00000034510","108","123","253","254"," 54"," 68","242","272"," 61"," 65"," 98"," 94","130","120"," 78"," 78"
"ENSG00000034533","2","1","3","2","1","1","0","0","0","0","0","0","1","1","1","1"
"ENSG00000034677"," 7"," 4","10","13"," 2"," 1"," 5"," 7"," 2"," 2"," 5"," 4"," 5"," 4"," 7"," 7"
"ENSG00000034693"," 7"," 7"," 0"," 1","10"," 7"," 0"," 1"," 0"," 0"," 4"," 4"," 1"," 2"," 7"," 7"
"ENSG00000034713","8","9","0","0","1","1","1","1","2","1","2","5","9","4","8","5"
"ENSG00000035115","30","32","27","24","20","13","47","41","21","28","22","18","13","11","36","30"
"ENSG00000035141","3","3","0","0","0","0","0","0","2","2","1","2","2","1","1","1"
"ENSG00000035403","4","4","1","2","3","2","5","7","6","5","4","3","6","4","4","4"
"ENSG00000035499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000035664","1","1","4","4","3","5","1","2","3","3","1","1","2","2","5","4"
"ENSG00000035681","13","11","13","12"," 4"," 5"," 1"," 1"," 8"," 5","14","15"," 8"," 8","11","11"
"ENSG00000035687","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","1"
"ENSG00000035862","74","74","41","36","63","65","59","54","29","27","27","29","42","42","75","75"
"ENSG00000035928"," 9","10"," 1"," 1"," 8"," 9"," 5"," 3"," 8","10"," 4"," 4"," 7"," 4","11"," 9"
"ENSG00000036054","0","0","0","0","0","0","2","1","1","1","1","0","1","1","0","0"
"ENSG00000036257","26","27"," 9"," 9"," 9","10"," 8"," 5"," 9"," 5"," 4"," 2"," 6"," 4","18","12"
"ENSG00000036448","0","0","0","0","2","1","0","0","3","3","3","7","1","3","1","1"
"ENSG00000036530","28","28","12","11","37","34","17","21","15","13"," 8"," 8"," 6"," 5"," 5"," 5"
"ENSG00000036549","6","3","6","7","2","1","3","3","6","4","3","3","3","3","6","6"
"ENSG00000036672","19","21"," 4"," 6","10"," 9","14","15","14"," 8"," 9"," 7"," 4"," 3","13","10"
