ID	adj.P.Val	P.Value	t	B	logFC	Gene
A_23_P68219	8.95E-01	7.42E-01	0.33147198	-6.33129054	4.77E-02	TTN
A_24_P252462	8.65E-01	6.82E-01	0.41357402	-6.3008521	9.30E-02	TTPA
A_33_P3219750	2.19E-02	1.48E-03	-3.44248269	-1.29071534	-2.33E-01	TTPAL
A_23_P253561	3.57E-02	3.08E-03	-3.17372825	-1.96594998	-6.73E-01	TTPAL
A_23_P130333	8.19E-01	5.94E-01	-0.53714376	-6.24254166	-1.94E-01	TTR
A_24_P323131	3.35E-01	1.07E-01	-1.65275199	-5.07209363	-2.96E-01	TTTY1
A_23_P320622	7.83E-01	5.38E-01	-0.62139784	-6.19424016	-3.24E-01	TTTY10
A_23_P160017	7.88E-01	5.46E-01	0.60891211	-6.20183259	1.88E-02	TTTY11
A_23_P148641	8.53E-01	6.58E-01	0.44698001	-6.28656539	4.77E-02	TTTY12
A_23_P11397	2.76E-01	7.71E-02	1.81977131	-4.80540674	2.06E-01	TTTY13
A_23_P251232	9.83E-01	9.52E-01	-0.06060092	-6.38426306	-2.98E-02	TTTY14
A_24_P348861	9.54E-01	8.76E-01	0.15760154	-6.37369288	7.98E-03	TTTY15
A_33_P3349495	1.46E-04	7.86E-07	5.96086813	5.81274933	4.02E-01	TTTY16
A_33_P3279539	6.21E-01	3.32E-01	0.98380828	-5.90911172	1.61E-01	TTTY17A
A_33_P3400302	3.78E-01	1.32E-01	-1.54097963	-5.23829097	-2.03E-01	TTTY18
A_33_P3325107	6.50E-01	3.64E-01	0.92021721	-5.96807351	1.85E-01	TTTY19
A_32_P413094	7.80E-01	5.33E-01	-0.62924737	-6.18938978	-2.68E-02	TTTY2
A_24_P298723	9.49E-01	8.63E-01	0.1742776	-6.37093004	1.47E-02	TTTY20
A_24_P186114	6.53E-01	3.67E-01	0.91447006	-5.97321765	1.62E-01	TTTY21
A_24_P331693	4.75E-01	1.98E-01	-1.31262981	-5.54581984	-2.55E-01	TTTY22
A_24_P340227	5.29E-01	2.41E-01	1.191553	-5.69078286	9.02E-02	TTTY23
A_24_P280328	7.90E-01	5.49E-01	-0.60499766	-6.20418186	-3.17E-01	TTTY3
A_32_P944252	9.81E-01	9.48E-01	0.06602197	-6.38392015	1.96E-03	TTTY4C
A_23_P34209	4.00E-01	1.46E-01	1.48716881	-5.31468565	2.74E-01	TTTY5
A_23_P171409	8.21E-01	5.98E-01	0.53135027	-6.24560933	1.09E-01	TTTY6
A_32_P737629	5.77E-01	2.86E-01	-1.08363958	-5.80905994	-2.62E-01	TTTY7
A_23_P45592	1.44E-01	2.69E-02	-2.30749388	-3.91030846	-2.49E-01	TTTY8
A_23_P251868	9.62E-01	8.94E-01	-0.1340559	-6.37712169	-1.52E-02	TTTY9A
A_23_P50815	2.71E-02	2.03E-03	-3.32697716	-1.58438015	-3.70E-01	TTYH1
A_23_P66432	7.48E-01	4.88E-01	-0.70011849	-6.14290899	-1.89E-01	TTYH2
A_23_P331895	8.36E-01	6.25E-01	-0.49289121	-6.26514275	-1.26E-01	TTYH3
A_23_P500892	1.66E-01	3.37E-02	-2.20834701	-4.10544882	-3.08E-01	TUB
A_23_P139547	6.51E-02	7.71E-03	-2.82284436	-2.80073707	-5.05E-01	TUBA1A
A_23_P128147	1.23E-01	2.09E-02	-2.41641571	-3.68872961	-6.49E-01	TUBA1B
A_24_P58529	5.33E-02	5.67E-03	-2.94249522	-2.52257814	-5.63E-01	TUBA1C
A_24_P188071	9.83E-01	9.51E-01	-0.0623229	-6.38415732	-2.75E-02	TUBA1C
A_23_P128598	3.22E-01	1.00E-01	-1.68838926	-5.01700871	-2.20E-01	TUBA3C
A_23_P56736	3.73E-01	1.29E-01	-1.55469991	-5.21843295	-2.03E-01	TUBA3D
A_23_P154065	7.37E-02	9.32E-03	-2.74750613	-2.97217407	-6.68E-01	TUBA4A
A_23_P84448	1.29E-01	2.25E-02	-2.38409377	-3.75525038	-5.05E-01	TUBA4A
A_23_P102109	1.40E-01	2.58E-02	-2.32547846	-3.87423419	-5.00E-01	TUBA4A
A_24_P160104	4.73E-01	1.96E-01	1.31850222	-5.53846464	1.97E-01	TUBA8
A_23_P95851	7.36E-01	4.72E-01	0.72739555	-6.12373459	1.30E-01	TUBAL3
A_33_P3332252	9.43E-01	8.49E-01	-0.19173406	-6.367741	-4.19E-02	TUBAL3
A_23_P81912	1.91E-02	1.21E-03	-3.51471706	-1.10458699	-5.17E-01	TUBB
A_23_P387057	1.56E-01	3.04E-02	-2.25321981	-4.0179205	-3.77E-01	TUBB
A_33_P3312258	3.78E-01	1.32E-01	-1.5407688	-5.23859491	-1.58E-01	TUBB
A_24_P228550	9.51E-01	8.68E-01	-0.16783779	-6.37202983	-4.54E-02	TUBB1
A_33_P3365002	2.36E-02	1.65E-03	-3.40322624	-1.39108144	-4.34E-01	TUBB2A
A_23_P19291	2.66E-02	1.97E-03	-3.33801274	-1.5565412	-7.44E-01	TUBB2A
A_24_P314477	8.80E-01	7.11E-01	-0.37284494	-6.31678386	-1.06E-01	TUBB2B
A_23_P312863	3.11E-01	9.44E-02	-1.71789338	-4.97064996	-1.87E-01	TUBB2C
A_23_P77493	2.20E-01	5.30E-02	-2.00091953	-4.49241795	-6.89E-01	TUBB3
A_23_P113656	1.83E-01	3.93E-02	-2.13841558	-4.23919574	-2.87E-01	TUBB4
A_23_P254271	5.80E-01	2.89E-01	-1.07573446	-5.81731307	-3.20E-01	TUBB6
A_24_P813147	2.33E-02	1.62E-03	-3.40859443	-1.37739016	-4.59E-01	TUBB8
A_32_P16315	6.04E-01	3.13E-01	-1.02306307	-5.87085526	-1.73E-01	TUBB8
A_33_P3371333	7.05E-01	4.31E-01	-0.7964906	-6.07199039	-1.26E-01	TUBB8
A_33_P3409518	4.70E-03	1.51E-04	4.2352094	0.83781186	8.23E-01	TUBBP5
A_33_P3241779	6.71E-01	3.89E-01	-0.87218695	-6.01011796	-1.60E-01	TUBBP5
A_23_P26895	7.87E-01	5.44E-01	-0.61277287	-6.19950101	-1.48E-01	TUBD1
A_33_P3263906	8.52E-01	6.55E-01	-0.45030022	-6.28508551	-8.46E-02	TUBE1
A_33_P3240538	9.61E-01	8.91E-01	0.13755967	-6.37664648	2.44E-02	TUBE1
A_23_P152768	4.67E-02	4.62E-03	-3.02056464	-2.33736323	-3.13E-01	TUBG1
A_33_P3363898	6.56E-02	7.81E-03	-2.81788262	-2.81211771	-4.86E-01	TUBG1
A_23_P78014	2.40E-02	1.69E-03	-3.39341754	-1.41607042	-3.70E-01	TUBG2
A_23_P127150	1.50E-01	2.86E-02	-2.28110088	-3.96287577	-2.31E-01	TUBGCP2
A_24_P313096	1.06E-01	1.64E-02	-2.51710708	-3.47745924	-2.03E-01	TUBGCP3
A_23_P76705	2.93E-01	8.54E-02	-1.76904975	-4.88866925	-1.62E-01	TUBGCP3
A_23_P3450	6.19E-01	3.29E-01	-0.98903141	-5.90410298	-1.69E-01	TUBGCP4
A_23_P152038	4.60E-01	1.87E-01	-1.3462898	-5.50325845	-2.10E-01	TUBGCP5
A_23_P6546	7.15E-01	4.44E-01	-0.77381353	-6.08947303	-5.66E-02	TUBGCP6
A_23_P9582	9.98E-03	4.61E-04	-3.85433022	-0.20663033	-3.26E-01	TUFM
A_23_P371824	2.98E-01	8.79E-02	-1.75431679	-4.9124864	-3.12E-01	TUFT1
A_23_P68868	1.08E-01	1.71E-02	-2.50131226	-3.5109979	-1.98E-01	TUG1
A_33_P3371270	5.01E-01	2.18E-01	-1.25486596	-5.61657747	-2.62E-01	TUG1
A_23_P320021	9.82E-02	1.46E-02	2.56475894	-3.3753967	5.73E-01	TULP1
A_23_P55961	8.84E-01	7.19E-01	0.36244199	-6.32059069	4.93E-02	TULP2
A_33_P3405789	5.85E-01	2.94E-01	-1.06599912	-5.82739925	-1.75E-01	TULP3
A_23_P382045	4.91E-01	2.10E-01	-1.27688071	-5.58995239	-2.80E-01	TULP4
A_33_P3278033	1.31E-01	2.33E-02	2.37029777	-3.78344766	1.83E-01	TUSC1
A_32_P133884	5.52E-01	2.62E-01	-1.139854	-5.74874673	-1.16E-01	TUSC1
A_23_P251562	4.22E-02	3.96E-03	-3.07927302	-2.19622761	-3.69E-01	TUSC2
A_24_P95154	7.55E-02	9.70E-03	-2.7318058	-3.00752825	-5.18E-01	TUSC3
A_23_P308058	3.89E-01	1.38E-01	1.51526438	-5.27509556	1.04E-01	TUSC5
A_23_P53015	5.23E-01	2.36E-01	-1.20452498	-5.67586668	-1.61E-01	TUT1
A_23_P48166	4.50E-01	1.79E-01	-1.37095317	-5.47145666	-2.33E-01	TWF1
A_23_P121265	2.40E-01	6.15E-02	-1.93002009	-4.61777644	-1.73E-01	TWF2
A_33_P3414591	1.22E-01	2.05E-02	-2.42433845	-3.67232664	-3.26E-01	TWIST1
A_23_P71073	9.25E-01	8.05E-01	0.24835232	-6.35530992	4.14E-02	TWIST1
A_23_P21324	6.90E-01	4.12E-01	-0.82961074	-6.04558269	-2.10E-01	TWIST2
A_23_P386561	8.11E-01	5.81E-01	-0.55655918	-6.23202268	-1.22E-01	TWISTNB
A_24_P202497	3.18E-01	9.79E-02	1.6990303	-5.00036722	2.41E-01	TWSG1
A_23_P302018	8.46E-01	6.43E-01	0.4671577	-6.27740485	1.25E-01	TXK
A_33_P3376007	9.92E-01	9.79E-01	0.02704005	-6.38573245	4.45E-03	TXLNA
A_23_P434398	8.70E-01	6.90E-01	-0.40153215	-6.30573274	-2.29E-02	TXLNB
A_33_P3220813	9.41E-01	8.43E-01	0.1999912	-6.36612679	5.32E-02	TXLNB
A_23_P146997	3.16E-01	9.73E-02	1.70267751	-4.99464297	1.50E-01	TXLNG
A_23_P60248	7.97E-02	1.05E-02	-2.69823779	-3.08267712	-4.13E-01	TXN
A_23_P68899	1.04E-01	1.59E-02	-2.53011087	-3.44973764	-1.96E-01	TXN2
A_33_P3386995	1.04E-02	4.93E-04	-3.83062897	-0.27041916	-2.47E-01	TXNDC11
A_24_P107897	1.48E-02	8.26E-04	-3.65001283	-0.75117132	-2.26E-01	TXNDC11
A_23_P200199	4.85E-01	2.05E-01	-1.29057515	-5.57317732	-1.20E-01	TXNDC12
A_33_P3313030	5.34E-01	2.45E-01	-1.18178298	-5.70191886	-2.93E-01	TXNDC15
A_23_P398836	6.82E-02	8.28E-03	-2.79476239	-2.86498221	-3.69E-01	TXNDC16
A_33_P3209386	9.92E-01	9.78E-01	0.02737664	-6.3857233	2.15E-03	TXNDC17
A_24_P125434	8.29E-01	6.11E-01	0.51270307	-6.25526074	9.03E-02	TXNDC2
A_23_P259611	6.70E-01	3.87E-01	0.87488425	-6.00781392	1.68E-01	TXNDC3
A_33_P3270451	1.11E-01	1.78E-02	-2.4827937	-3.55013329	-2.67E-01	TXNDC5
A_23_P168229	2.19E-01	5.27E-02	-2.00383182	-4.48719164	-2.76E-01	TXNDC5
A_23_P212675	5.13E-01	2.27E-01	1.22852183	-5.64788197	2.30E-01	TXNDC6
A_23_P304652	6.52E-01	3.65E-01	0.9169543	-5.97099783	5.59E-01	TXNDC6
A_33_P3278279	3.89E-01	1.39E-01	-1.51488355	-5.27563654	-1.36E-01	TXNDC8
A_33_P3278275	5.00E-01	2.17E-01	-1.25594842	-5.61527821	-1.04E-01	TXNDC8
A_33_P3278635	9.62E-01	8.95E-01	-0.13281789	-6.37728667	-7.44E-03	TXNDC8
A_23_P154330	2.77E-01	7.79E-02	-1.81479569	-4.81366083	-3.63E-01	TXNDC9
A_24_P362646	4.88E-01	2.08E-01	-1.28320593	-5.58222452	-1.08E-01	TXNDC9
A_23_P97700	9.94E-01	9.84E-01	0.02030768	-6.3858917	6.15E-03	TXNIP
A_33_P3344956	1.14E-03	1.82E-05	4.93840781	2.83646378	4.20E-01	TXNL1
A_23_P4522	2.05E-01	4.72E-02	-2.05466805	-4.39499709	-3.13E-01	TXNL1
A_23_P130304	7.62E-03	3.07E-04	-3.99388008	0.17198951	-5.43E-01	TXNL4A
A_24_P116871	9.72E-01	9.21E-01	0.10005667	-6.38109676	1.13E-02	TXNL4A
A_24_P399083	9.87E-01	9.61E-01	0.04865832	-6.3849149	1.25E-02	TXNL4B
A_33_P3351120	6.37E-01	3.49E-01	-0.94894347	-5.9419016	-1.41E-01	TXNRD1
A_23_P102988	2.50E-01	6.55E-02	-1.89987347	-4.66997499	-1.72E-01	TXNRD2
A_32_P170925	8.39E-01	6.30E-01	-0.48560077	-6.26868252	-4.67E-02	TXNRD3
A_33_P3238651	9.80E-01	9.43E-01	0.07164579	-6.3835334	1.15E-02	TXNRD3NB
A_23_P141917	1.85E-01	4.03E-02	-2.12772393	-4.25935391	-2.06E-01	TYK2
A_33_P3255949	2.32E-01	5.82E-02	1.95678051	-4.57088638	6.43E-02	TYMP
A_23_P50096	8.90E-01	7.31E-01	-0.3467118	-6.32614386	-1.31E-01	TYMS
A_32_P194062	1.49E-01	2.84E-02	2.28377479	-3.95757042	6.71E-01	TYR
A_33_P3239214	5.86E-01	2.95E-01	-1.06328753	-5.83019327	-1.91E-01	TYR
A_23_P312505	7.87E-01	5.45E-01	0.61154027	-6.20024696	4.37E-02	TYR
A_23_P54517	9.40E-03	4.22E-04	-3.88449809	-0.12521471	-3.34E-01	TYRO3
A_33_P3723600	6.98E-01	4.21E-01	0.81361483	-6.05846604	6.90E-02	TYRO3P
A_33_P3409062	1.59E-01	3.13E-02	2.24112772	-4.04163686	2.46E-01	TYROBP
A_33_P3399980	9.83E-02	1.47E-02	-2.5640493	-3.37692623	-6.89E-01	TYRP1
A_23_P94403	4.16E-01	1.56E-01	-1.44950497	-5.36673286	-3.80E-01	TYRP1
A_33_P3351101	4.39E-01	1.72E-01	-1.39480562	-5.44020791	-2.12E-01	TYSND1
A_23_P215198	5.80E-02	6.44E-03	-2.89297064	-2.63856618	-3.24E-01	TYW1
A_32_P52206	5.95E-01	3.04E-01	-1.04379698	-5.85007979	-1.03E-01	TYW1
A_33_P3210986	1.10E-01	1.76E-02	-2.4885973	-3.5378903	-1.44E-01	TYW1B
A_24_P396327	4.99E-01	2.16E-01	-1.25864119	-5.61204166	-3.56E-01	TYW3
A_32_P36942	9.22E-01	8.00E-01	0.25490133	-6.3536663	2.19E-02	TYW5
A_23_P6303	2.04E-02	1.32E-03	-3.48216351	-1.18869718	-2.53E-01	U2AF1
A_23_P326296	2.34E-01	5.86E-02	-1.95299043	-4.57755896	-1.43E-01	U2AF1L4
A_33_P3302796	8.14E-01	5.86E-01	-0.54906298	-6.23612751	-1.36E-01	U2AF2
A_24_P943106	7.57E-01	5.00E-01	-0.68082812	-6.15603893	-1.54E-01	U2SURP
A_33_P3323718	9.02E-01	7.57E-01	-0.31202276	-6.33752484	-1.22E-02	UACA
A_23_P160460	1.73E-01	3.60E-02	-2.17844439	-4.16303921	-3.91E-01	UAP1
A_23_P135164	7.65E-01	5.11E-01	-0.6631328	-6.16776897	-7.00E-02	UAP1L1
A_23_P137209	1.07E-01	1.67E-02	-2.50927273	-3.49411294	-2.14E-01	UBA1
A_33_P3383034	3.95E-01	1.43E-01	1.49917448	-5.29784786	3.50E-01	UBA2
A_24_P376229	5.36E-01	2.47E-01	-1.17607937	-5.70838079	-1.48E-01	UBA2
A_23_P211840	7.82E-01	5.37E-01	-0.62401619	-6.19262885	-8.02E-02	UBA3
A_33_P3365652	2.17E-01	5.19E-02	-2.0105525	-4.47510794	-2.30E-01	UBA5
A_33_P3235390	4.45E-01	1.76E-01	-1.38165919	-5.4574906	-3.41E-01	UBA5
A_24_P173325	8.62E-03	3.69E-04	-3.93059838	-0.00033128	-3.91E-01	UBA52
A_33_P3412035	3.18E-02	2.58E-03	3.23865988	-1.80544499	3.87E-01	UBA6
A_23_P21207	3.04E-01	9.07E-02	1.73829397	-4.93819917	2.89E-01	UBA7
A_23_P60324	4.14E-01	1.55E-01	-1.45397478	-5.36061784	-1.46E-01	UBAC1
A_23_P139998	2.19E-01	5.29E-02	-2.00144183	-4.49148109	-1.34E-01	UBAC2
A_23_P123866	5.18E-01	2.31E-01	-1.21751247	-5.66078385	-8.24E-02	UBAP1
A_23_P60472	3.87E-03	1.13E-04	-4.33290016	1.11082929	-3.09E-01	UBAP2
A_33_P3346302	2.89E-01	8.34E-02	1.78062218	-4.86984479	1.93E-01	UBAP2
A_33_P3346292	8.68E-01	6.87E-01	-0.40616856	-6.30387048	-5.06E-02	UBAP2
A_24_P290927	8.05E-01	5.73E-01	-0.56927084	-6.22493696	-4.17E-02	UBAP2L
A_33_P3361701	9.20E-01	7.95E-01	-0.26180928	-6.35188641	-1.80E-02	UBAP2L
A_33_P3310989	9.59E-01	8.88E-01	-0.1418075	-6.37605393	-3.49E-02	UBAP2L
A_23_P103837	9.81E-01	9.45E-01	-0.0689035	-6.38372594	-4.03E-03	UBAP2L
A_33_P3385909	2.30E-01	5.74E-02	1.96330489	-4.55937571	4.39E-01	UBASH3A
A_23_P6293	9.63E-01	8.98E-01	-0.12947302	-6.37772477	-3.00E-02	UBASH3A
A_33_P3409477	7.58E-01	5.01E-01	0.67911487	-6.15718778	1.66E-02	UBASH3B
A_23_P27215	2.66E-01	7.25E-02	-1.8499761	-4.75490016	-1.83E-01	UBB
A_23_P329740	1.10E-01	1.75E-02	-2.49076273	-3.53331709	-4.16E-01	UBC
A_24_P889720	1.75E-01	3.68E-02	-2.16821433	-4.18260479	-2.24E-01	UBC
A_24_P681301	6.34E-01	3.45E-01	-0.95691752	-5.93450108	-9.36E-02	UBC
A_23_P81898	9.94E-01	9.83E-01	-0.02150243	-6.38586675	-5.45E-03	UBD
A_23_P148446	4.89E-02	4.96E-03	-2.99370911	-2.40139853	-3.76E-01	UBE2A
A_33_P3341189	5.61E-01	2.70E-01	-1.11925249	-5.77118005	-8.72E-02	UBE2A
A_23_P167595	5.19E-01	2.33E-01	-1.21421208	-5.6646308	-3.46E-01	UBE2B
A_24_P297539	5.28E-03	1.79E-04	4.17789303	0.67851593	9.06E-01	UBE2C
A_24_P626931	3.27E-01	1.03E-01	-1.67505227	-5.03774098	-4.38E-01	UBE2CBP
A_33_P3369786	8.69E-01	6.89E-01	-0.40305749	-6.30512241	-3.48E-02	UBE2CBP
A_23_P365327	9.61E-01	8.93E-01	0.13516361	-6.37697277	3.99E-03	UBE2CBP
A_33_P3369781	9.84E-01	9.55E-01	0.05660399	-6.38449708	4.74E-03	UBE2CBP
A_24_P13032	7.58E-01	5.02E-01	-0.6788764	-6.15734747	-8.48E-02	UBE2D1
A_33_P3310674	7.07E-01	4.33E-01	-0.79239774	-6.07518177	-2.61E-01	UBE2D2
A_24_P926684	6.27E-02	7.28E-03	-2.84545468	-2.74871837	-6.36E-01	UBE2D3
A_23_P58293	1.68E-01	3.45E-02	-2.19808745	-4.12527494	-2.50E-01	UBE2D3
A_24_P363005	4.47E-01	1.77E-01	-1.37700082	-5.46357944	-2.42E-01	UBE2D3
A_23_P374767	3.57E-01	1.20E-01	-1.5943439	-5.16019587	-1.25E-01	UBE2D4
A_33_P3637909	6.72E-01	3.90E-01	-0.86968372	-6.01225014	-7.38E-02	UBE2D4
A_23_P367071	8.20E-03	3.43E-04	3.95612941	0.06906943	6.74E-01	UBE2DNL
A_23_P6963	6.34E-01	3.46E-01	-0.95562206	-5.93570736	-8.73E-02	UBE2E1
A_32_P155506	7.92E-01	5.52E-01	-0.6004867	-6.20687073	-2.02E-01	UBE2E2
A_24_P148450	2.17E-01	5.19E-02	-2.01081294	-4.47463903	-3.27E-01	UBE2E3
A_33_P3223713	4.74E-01	1.97E-01	-1.31420458	-5.54385036	-9.09E-02	UBE2E3
A_33_P3223712	5.34E-01	2.45E-01	1.18150284	-5.70223692	1.95E-01	UBE2E3
A_33_P3533001	1.73E-01	3.59E-02	-2.18006023	-4.15994242	-4.28E-01	UBE2E4P
A_23_P39561	8.87E-02	1.25E-02	-2.62990404	-3.23376994	-1.43E-01	UBE2F
A_23_P27066	2.79E-01	7.88E-02	-1.80905503	-4.82316082	-2.61E-01	UBE2G1
A_24_P357037	5.08E-01	2.23E-01	1.23901284	-5.63548846	6.78E-02	UBE2G2
A_23_P145584	2.38E-02	1.67E-03	-3.39792681	-1.40458691	-2.62E-01	UBE2H
A_33_P3341234	1.91E-01	4.24E-02	-2.10440606	-4.30304747	-1.73E-01	UBE2H
A_23_P152107	1.37E-02	7.38E-04	-3.68960912	-0.64661816	-2.72E-01	UBE2I
A_33_P3292851	1.35E-01	2.41E-02	2.35483789	-3.81490535	2.22E-01	UBE2I
A_33_P3274332	7.56E-01	4.99E-01	-0.68329734	-6.15437819	-1.84E-01	UBE2J1
A_33_P3310696	5.31E-02	5.63E-03	-2.94514232	-2.51634522	-2.15E-01	UBE2J2
A_24_P17302	6.21E-01	3.31E-01	0.98525466	-5.90772723	1.61E-01	UBE2J2
A_24_P286013	5.19E-01	2.32E-01	-1.21474652	-5.66400851	-2.37E-01	UBE2K
A_32_P91250	9.13E-01	7.80E-01	-0.28197161	-6.34642038	-2.19E-02	UBE2L3
A_23_P75741	7.02E-01	4.26E-01	0.8046556	-6.06557642	1.14E-01	UBE2L6
A_23_P141847	1.97E-02	1.26E-03	-3.50036927	-1.14170372	-3.60E-01	UBE2M
A_24_P239017	3.45E-03	9.50E-05	-4.39094371	1.27388982	-4.27E-01	UBE2MP1
A_23_P116829	4.70E-01	1.94E-01	-1.32456633	-5.53083817	-3.46E-01	UBE2N
A_23_P350234	2.35E-01	5.92E-02	-1.94845486	-4.58553034	-2.62E-01	UBE2NL
A_24_P172993	6.68E-01	3.85E-01	-0.87922142	-6.0040948	-1.31E-01	UBE2O
A_23_P97423	3.07E-01	9.23E-02	-1.7295292	-4.95218062	-2.57E-01	UBE2Q1
A_33_P3333826	1.38E-01	2.52E-02	-2.33621773	-3.85259535	-5.99E-01	UBE2Q2
A_24_P816384	7.71E-01	5.20E-01	-0.64901914	-6.17690878	-4.46E-02	UBE2Q2P1
A_33_P3342992	9.94E-01	9.82E-01	-0.02310367	-6.38583106	-5.00E-03	UBE2Q2P2
A_33_P3382769	9.69E-01	9.13E-01	-0.11064683	-6.37998231	-1.78E-02	UBE2Q2P3
A_24_P479551	7.32E-01	4.66E-01	-0.73672486	-6.11701336	-1.88E-01	UBE2QL1
A_33_P3333820	7.06E-01	4.31E-01	-0.79590572	-6.07244741	-1.07E-01	UBE2R2
A_32_P171328	5.63E-01	2.72E-01	1.11540696	-5.77532534	2.49E-01	UBE2S
A_23_P115482	7.88E-01	5.45E-01	-0.61032702	-6.20097977	-1.63E-01	UBE2T
A_23_P379657	4.38E-01	1.71E-01	-1.39835961	-5.43551058	-1.82E-01	UBE2U
A_23_P11461	7.82E-02	1.02E-02	-2.71019104	-3.05598644	-2.66E-01	UBE2V1
A_23_P501996	9.99E-02	1.50E-02	-2.55375551	-3.39908059	-3.53E-01	UBE2V1
A_33_P3333810	6.81E-01	4.01E-01	-0.85046152	-6.02842733	-2.36E-01	UBE2V2
A_23_P71433	2.39E-01	6.11E-02	-1.93349041	-4.61172502	-3.71E-01	UBE2W
A_24_P346604	2.70E-01	7.43E-02	-1.83790541	-4.77516613	-3.46E-01	UBE2W
A_33_P3390521	1.77E-01	3.74E-02	-2.16185484	-4.19473233	-1.64E-01	UBE2Z
A_23_P83438	5.70E-01	2.79E-01	-1.09898435	-5.79287849	-1.79E-01	UBE2Z
A_33_P3400429	3.76E-02	3.33E-03	-3.14411856	-2.03855322	-1.97E-01	UBE3A
A_24_P207150	3.62E-01	1.22E-01	-1.5830362	-5.17693642	-6.34E-01	UBE3A
A_33_P3258013	3.12E-02	2.51E-03	-3.24962512	-1.77816816	-5.54E-01	UBE3B
A_33_P3258008	1.19E-01	1.97E-02	-2.4401861	-3.63940201	-1.77E-01	UBE3B
A_23_P99186	9.63E-01	8.97E-01	0.13037608	-6.37760759	3.46E-02	UBE3B
A_23_P59481	3.32E-01	1.05E-01	-1.66081915	-5.05971185	-1.59E-01	UBE3C
A_24_P212443	5.27E-01	2.39E-01	-1.19748467	-5.68398063	-2.18E-01	UBE3C
A_23_P203137	6.22E-01	3.32E-01	-0.98356657	-5.9093429	-1.20E-01	UBE4A
A_33_P3344599	4.99E-01	2.16E-01	-1.25978487	-5.61066511	-2.07E-01	UBE4B
A_23_P201279	6.80E-01	3.99E-01	-0.8529537	-6.0263495	-8.98E-02	UBE4B
A_23_P15123	2.32E-01	5.78E-02	-1.9597421	-4.56566519	-1.86E-01	UBFD1
A_33_P3292307	1.08E-01	1.71E-02	-2.50031193	-3.51311708	-1.60E-01	UBIAD1
A_23_P103476	2.38E-01	6.04E-02	-1.93915511	-4.6018283	-2.91E-01	UBIAD1
A_23_P140029	6.91E-01	4.13E-01	-0.82835798	-6.04660039	-7.33E-02	UBL3
A_33_P3232006	4.98E-01	2.15E-01	1.26156794	-5.6085167	1.06E-01	UBL4A
A_33_P3336233	7.40E-01	4.78E-01	-0.71758744	-6.13071113	-5.74E-02	UBL4A
A_32_P112910	8.80E-01	7.11E-01	0.37315957	-6.31666706	5.25E-02	UBL4B
A_23_P78563	5.34E-02	5.67E-03	-2.94207499	-2.52356731	-2.53E-01	UBL5
A_23_P117778	5.04E-02	5.20E-03	-2.97569357	-2.44416714	-2.43E-01	UBL7
A_33_P3355232	4.01E-01	1.46E-01	-1.48511314	-5.31755675	-4.76E-01	UBLCP1
A_23_P54900	8.00E-01	5.64E-01	-0.58270084	-6.21728022	-4.74E-02	UBN1
A_33_P3339231	8.96E-01	7.44E-01	-0.32886202	-6.3321489	-8.59E-02	UBN2
A_24_P79241	3.33E-01	1.06E-01	-1.6570026	-5.06557605	-1.55E-01	UBOX5
A_23_P211738	7.82E-01	5.36E-01	-0.6246675	-6.19222701	-7.61E-02	UBP1
A_24_P329600	4.41E-01	1.73E-01	-1.39175426	-5.44423237	-2.36E-01	UBQLN1
A_24_P329597	6.27E-01	3.37E-01	-0.97221067	-5.92014355	-2.62E-01	UBQLN1
A_23_P114164	4.14E-01	1.55E-01	-1.45382672	-5.36082067	-3.70E-01	UBQLN2
A_23_P98830	3.11E-01	9.44E-02	1.71816656	-4.97021756	2.49E-01	UBQLN3
A_33_P3382380	7.76E-01	5.28E-01	-0.63792926	-6.18395576	-6.15E-02	UBQLN4
A_23_P328621	8.67E-01	6.84E-01	0.40994175	-6.30233933	1.09E-02	UBQLNL
A_23_P152066	1.53E-01	2.96E-02	-2.26479271	-3.99513349	-5.22E-01	UBR1
A_23_P362637	6.18E-01	3.28E-01	-0.9924287	-5.90083167	-7.43E-02	UBR2
A_33_P3379581	7.07E-01	4.33E-01	-0.79329738	-6.07448164	-1.88E-01	UBR2
A_24_P285501	7.23E-01	4.54E-01	-0.75649958	-6.10249247	-2.42E-01	UBR3
A_33_P3767773	1.20E-01	2.02E-02	-2.43063795	-3.65925717	-1.59E-01	UBR4
A_24_P923945	7.06E-01	4.31E-01	0.79581884	-6.07251527	2.12E-01	UBR4
A_32_P159400	9.77E-01	9.36E-01	0.08057621	-6.38285435	6.55E-03	UBR5
A_24_P159094	7.28E-02	9.14E-03	-2.75544115	-2.95425645	-7.12E-01	UBR7
A_33_P3220570	2.46E-01	6.39E-02	1.91141873	-4.6500631	1.47E-01	UBTD1
A_33_P3220565	6.45E-01	3.58E-01	-0.93149023	-5.95789413	-1.97E-01	UBTD2
A_24_P349616	5.60E-01	2.70E-01	-1.12050283	-5.76982938	-2.55E-01	UBTF
A_33_P3303982	9.52E-01	8.71E-01	-0.16418895	-6.37263462	-2.69E-02	UBTFL1
A_33_P3292588	9.62E-01	8.95E-01	-0.13285355	-6.37728194	-1.46E-02	UBTFL1
A_23_P98605	8.74E-03	3.77E-04	-3.92347443	-0.0196662	-2.95E-01	UBXN1
