ID	adj.P.Val	P.Value	t	B	logFC	Gene
A_33_P3319155	3.11E-01	9.43E-02	-1.71862662	-4.9694892	-1.96E-01	ACP1
A_24_P922919	5.32E-01	2.44E-01	-1.18476818	-5.69852526	-3.15E-01	ACP1
A_33_P3310864	1.66E-03	3.18E-05	-4.75459311	2.30759953	-2.83E-01	ACP2
A_23_P138776	7.64E-01	5.10E-01	-0.66525443	-6.16637845	-4.86E-02	ACP2
A_23_P142075	9.44E-01	8.51E-01	-0.18981003	-6.36810738	-2.63E-02	ACP5
A_23_P160240	4.70E-01	1.94E-01	1.32470149	-5.53066783	1.47E-01	ACP6
A_33_P3318534	7.45E-03	2.97E-04	4.00533862	0.20329919	1.76E-01	ACPL2
A_23_P57760	7.22E-01	4.53E-01	-0.75941203	-6.10032235	-1.92E-01	ACPL2
A_24_P37589	4.07E-01	1.50E-01	1.47081053	-5.33743584	3.73E-01	ACPP
A_24_P46130	9.19E-01	7.93E-01	0.26388138	-6.35134327	2.85E-02	ACPP
A_23_P330419	2.74E-01	7.62E-02	1.82546999	-4.79593021	1.48E-01	ACPT
A_32_P191262	3.62E-02	3.14E-03	3.16577029	-1.98549974	2.40E-01	ACR
A_33_P3382849	4.07E-01	1.50E-01	1.47202369	-5.33575626	1.51E-01	ACR
A_33_P3396370	8.09E-01	5.78E-01	0.56190634	-6.22906121	6.35E-02	ACRBP
A_23_P171237	6.55E-01	3.69E-01	-0.90998431	-5.97721141	-1.39E-01	ACRC
A_23_P202894	7.55E-01	4.98E-01	-0.68529359	-6.15303128	-1.63E-01	ACRV1
A_23_P54488	5.42E-01	2.53E-01	-1.16250842	-5.72363984	-1.66E-01	ACSBG1
A_24_P941736	9.89E-01	9.69E-01	0.0392528	-6.38532797	1.44E-03	ACSBG1
A_23_P131050	4.97E-01	2.14E-01	1.26422467	-5.60531048	2.08E-01	ACSBG2
A_23_P4190	9.11E-01	7.75E-01	0.28785485	-6.34474938	4.75E-02	ACSF2
A_32_P218332	3.67E-01	1.25E-01	1.5688093	-5.19785205	1.04E-01	ACSF3
A_23_P259797	9.22E-01	8.00E-01	-0.25513772	-6.35360617	-1.99E-02	ACSF3
A_23_P110212	4.46E-01	1.76E-01	-1.37967858	-5.46008166	-1.79E-01	ACSL1
A_24_P248606	7.71E-01	5.20E-01	-0.64939705	-6.17666655	-1.41E-01	ACSL3
A_23_P217564	3.23E-01	1.00E-01	-1.68599735	-5.0207372	-3.26E-01	ACSL4
A_33_P3217983	3.03E-01	9.03E-02	1.74073509	-4.93429454	4.30E-01	ACSL5
A_23_P7562	1.93E-01	4.31E-02	-2.09661379	-4.31756578	-4.02E-01	ACSL6
A_33_P3390656	7.96E-01	5.58E-01	-0.59181192	-6.21198612	-9.07E-02	ACSL6
A_23_P106933	5.63E-01	2.72E-01	-1.11534416	-5.77539293	-2.37E-01	ACSM1
A_33_P3265129	4.59E-01	1.85E-01	-1.35055025	-5.49780201	-1.47E-01	ACSM2A
A_23_P66328	4.01E-02	3.67E-03	3.10771959	-2.12728579	3.53E-01	ACSM2B
A_23_P317756	1.83E-01	3.95E-02	2.13686608	-4.242122	3.78E-01	ACSM3
A_33_P3395083	6.85E-01	4.06E-01	-0.84155536	-6.03580507	-1.26E-01	ACSM4
A_33_P3339276	1.56E-01	3.04E-02	2.25414291	-4.01610611	2.77E-01	ACSM5
A_33_P3395081	6.57E-01	3.71E-01	-0.90520248	-5.98144813	-2.06E-01	ACSM5
A_33_P3422404	8.38E-01	6.27E-01	-0.48955182	-6.2667706	-9.85E-02	ACSS1
A_23_P120594	9.51E-01	8.67E-01	-0.16920338	-6.37180006	-3.78E-02	ACSS1
A_23_P210900	5.66E-01	2.75E-01	1.10842338	-5.78281934	1.31E-01	ACSS2
A_23_P339119	9.80E-01	9.44E-01	-0.07069819	-6.38360078	-1.14E-02	ACSS3
A_23_P1102	2.23E-01	5.44E-02	-1.98894034	-4.5138519	-5.51E-01	ACTA1
A_23_P150053	9.89E-01	9.70E-01	-0.03827581	-6.38536582	-9.06E-03	ACTA2
A_32_P137939	9.52E-02	1.40E-02	-2.584506	-3.33271945	-3.59E-01	ACTB
A_23_P135769	2.63E-01	7.14E-02	-1.85811408	-4.74117551	-2.52E-01	ACTB
A_24_P6903	3.64E-01	1.24E-01	1.57631206	-5.18684229	9.72E-02	ACTBL2
A_33_P3236382	7.95E-01	5.56E-01	-0.59456305	-6.21037171	-5.16E-02	ACTC1
A_32_P156963	1.79E-01	3.82E-02	-2.15188918	-4.21368213	-3.62E-01	ACTG1
A_23_P39955	3.15E-01	9.66E-02	1.70627693	-4.98898355	2.06E-01	ACTG2
A_33_P3418541	5.86E-01	2.95E-01	1.06329095	-5.83018975	1.48E-01	ACTG2
A_23_P69249	9.03E-01	7.59E-01	-0.30922257	-6.33839156	-4.67E-02	ACTL6A
A_23_P145681	4.97E-01	2.14E-01	-1.26484982	-5.60455513	-1.11E-01	ACTL6B
A_23_P31984	2.03E-01	4.68E-02	2.05876725	-4.3874839	3.06E-01	ACTL7A
A_33_P3256972	8.40E-02	1.14E-02	2.66521911	-3.15600382	6.33E-01	ACTL7B
A_33_P3288659	5.91E-03	2.11E-04	4.1213411	0.52202823	3.89E-01	ACTL8
A_32_P176018	6.77E-01	3.95E-01	0.86031047	-6.02018186	1.71E-01	ACTL8
A_33_P3345011	2.72E-01	7.55E-02	1.83032985	-4.78782928	3.53E-01	ACTL9
A_23_P105957	8.51E-02	1.17E-02	-2.65631094	-3.17568499	-3.10E-01	ACTN1
A_33_P3212167	3.23E-04	2.69E-06	5.56142046	4.64699592	3.31E-01	ACTN2
A_23_P138881	1.00E-02	4.63E-04	3.85275129	-0.21088466	4.07E-01	ACTN3
A_23_P101655	8.92E-01	7.36E-01	0.3397768	-6.32851439	3.11E-02	ACTN4
A_33_P3416946	5.68E-01	2.77E-01	-1.10355468	-5.78801792	-3.22E-01	ACTR10
A_24_P278367	5.06E-02	5.23E-03	-2.97319893	-2.45007736	-2.32E-01	ACTR1A
A_23_P28279	8.74E-02	1.22E-02	-2.63944714	-3.21282331	-2.89E-01	ACTR1B
A_23_P377376	9.75E-01	9.29E-01	0.09016772	-6.38203633	1.77E-02	ACTR2
A_23_P108785	3.95E-01	1.42E-01	-1.50089829	-5.29542048	-2.63E-01	ACTR3
A_33_P3334313	5.84E-02	6.52E-03	-2.88855445	-2.64885098	-5.27E-01	ACTR3B
A_24_P303594	2.81E-01	7.95E-02	-1.80465424	-4.83042663	-2.14E-01	ACTR3B
A_23_P123193	5.46E-01	2.57E-01	-1.15298712	-5.73424766	-4.57E-01	ACTR3B
A_33_P3816042	6.64E-01	3.80E-01	0.88882054	-5.99580104	1.00E-01	ACTR3BP2
A_33_P3264089	7.37E-01	4.73E-01	-0.72523937	-6.12527616	-9.18E-02	ACTR3C
A_33_P3333554	9.07E-01	7.66E-01	-0.30018536	-6.34113577	-3.32E-02	ACTR3C
A_33_P3310974	9.25E-01	8.06E-01	0.24762125	-6.35549076	5.14E-02	ACTR3C
A_23_P165952	9.60E-01	8.89E-01	0.14105958	-6.37615956	1.02E-02	ACTR5
A_23_P162596	3.99E-01	1.45E-01	-1.49019829	-5.3104481	-4.26E-01	ACTR6
A_23_P80694	3.63E-01	1.23E-01	-1.57874629	-5.18326045	-1.58E-01	ACTR8
A_23_P147311	8.23E-01	6.01E-01	-0.52809962	-6.24731623	-4.61E-02	ACTRT1
A_23_P148829	5.66E-01	2.75E-01	1.10859592	-5.78263472	1.53E-01	ACTRT2
A_23_P79221	4.26E-01	1.62E-01	-1.42606724	-5.39852366	-2.53E-01	ACVR1
A_33_P3360665	5.72E-01	2.81E-01	-1.09427201	-5.79787038	-1.42E-01	ACVR1
A_33_P3364433	2.86E-01	8.22E-02	-1.78816966	-4.8575125	-3.82E-01	ACVR1B
A_23_P397455	4.23E-01	1.61E-01	1.4326888	-5.38958888	3.66E-01	ACVR1C
A_32_P190944	8.72E-01	6.95E-01	-0.39555842	-6.30810089	-1.20E-01	ACVR1C
A_33_P3327404	9.20E-01	7.95E-01	0.26232566	-6.35175145	5.72E-02	ACVR1C
A_23_P153930	2.01E-01	4.60E-02	-2.06665957	-4.37298552	-4.02E-01	ACVR2A
A_32_P134209	6.78E-01	3.97E-01	-0.85641548	-6.02345361	-1.99E-01	ACVR2B
A_24_P945113	7.05E-01	4.31E-01	0.79712631	-6.07149327	2.85E-01	ACVRL1
A_23_P57868	3.98E-01	1.44E-01	-1.49245438	-5.30728739	-1.29E-01	ACY1
A_23_P47102	7.57E-01	5.00E-01	0.68120591	-6.15578521	2.26E-01	ACY3
A_23_P163143	6.65E-01	3.81E-01	-0.8866889	-5.99765023	-7.42E-02	ACYP1
A_24_P336848	3.44E-01	1.12E-01	-1.62953657	-5.10743756	-1.53E-01	ACYP2
A_23_P210482	8.78E-01	7.08E-01	-0.37763483	-6.31499513	-4.76E-02	ADA
A_23_P41514	8.08E-01	5.76E-01	0.56371334	-6.22805414	1.50E-02	ADAD1
A_33_P3272402	1.33E-01	2.37E-02	2.36257462	-3.79918129	1.91E-01	ADAD2
A_33_P3411090	8.05E-01	5.73E-01	0.56957186	-6.22476726	1.23E-01	ADAL
A_33_P3243857	8.06E-02	1.07E-02	-2.69103861	-3.09871519	-2.19E-01	ADAM10
A_23_P48886	3.31E-01	1.05E-01	-1.66362995	-5.05538564	-2.50E-01	ADAM10
A_23_P207345	1.01E-01	1.52E-02	-2.54853628	-3.41029018	-2.74E-01	ADAM11
A_33_P3386775	2.26E-01	5.57E-02	-1.97759757	-4.53405269	-2.25E-01	ADAM11
A_33_P3256848	6.79E-01	3.98E-01	0.85510051	-6.02455494	9.24E-02	ADAM12
A_23_P350512	9.26E-01	8.09E-01	0.24366147	-6.356461	2.69E-02	ADAM12
A_33_P3310929	9.91E-01	9.75E-01	0.03129043	-6.38560859	7.76E-03	ADAM12
A_23_P159227	4.29E-01	1.64E-01	-1.42006114	-5.4065961	-2.30E-01	ADAM15
A_33_P3380693	5.38E-01	2.49E-01	-1.17166375	-5.71336364	-1.57E-01	ADAM15
A_23_P143120	5.92E-02	6.67E-03	-2.87966133	-2.6695329	-2.20E-01	ADAM17
A_23_P72527	6.43E-01	3.56E-01	0.93539746	-5.95433843	2.46E-02	ADAM18
A_23_P81369	5.06E-02	5.23E-03	-2.97376592	-2.44873431	-4.26E-01	ADAM19
A_23_P374082	5.67E-01	2.76E-01	1.10538614	-5.78606487	1.33E-01	ADAM19
A_33_P3340732	9.93E-01	9.81E-01	0.02374581	-6.38581603	1.99E-03	ADAM2
A_23_P48698	7.73E-01	5.23E-01	-0.6450207	-6.17946323	-1.19E-01	ADAM20
A_23_P367420	5.32E-01	2.43E-01	-1.18576671	-5.69738837	-1.79E-01	ADAM21
A_33_P3369944	8.52E-01	6.55E-01	-0.45089479	-6.28481936	-6.71E-02	ADAM21
A_24_P243741	3.73E-01	1.29E-01	-1.55412404	-5.21926951	-3.26E-01	ADAM22
A_23_P351667	2.89E-01	8.33E-02	-1.78150472	-4.868405	-3.82E-01	ADAM23
A_33_P3216458	5.10E-01	2.25E-01	-1.23456994	-5.64074885	-2.05E-01	ADAM23
A_33_P3380652	7.09E-01	4.36E-01	0.78797098	-6.07861565	1.33E-01	ADAM28
A_23_P95536	1.23E-01	2.08E-02	2.41763895	-3.68619955	5.04E-01	ADAM29
A_23_P126363	2.28E-01	5.62E-02	-1.97326843	-4.54173832	-2.12E-01	ADAM30
A_23_P44665	9.89E-01	9.69E-01	-0.03954478	-6.38531648	-8.37E-03	ADAM32
A_33_P3412428	9.97E-01	9.91E-01	-0.01095152	-6.38603782	-2.11E-03	ADAM32
A_33_P3342653	1.50E-01	2.86E-02	2.28042091	-3.96422417	3.03E-01	ADAM33
A_23_P502343	2.60E-01	7.01E-02	1.86659638	-4.72681765	1.28E-01	ADAM33
A_33_P3342663	5.05E-01	2.21E-01	1.24602908	-5.627146	2.35E-01	ADAM33
A_33_P3256505	9.38E-01	8.37E-01	0.20727013	-6.36464751	1.61E-02	ADAM3A
A_24_P230026	4.51E-01	1.80E-01	1.36706739	-5.47650155	5.37E-02	ADAM5P
A_23_P54861	8.19E-01	5.94E-01	-0.5373582	-6.24242748	-2.15E-02	ADAM6
A_23_P94296	4.02E-01	1.47E-01	1.4837631	-5.31944041	3.12E-01	ADAM7
A_24_P300777	6.40E-01	3.52E-01	0.94296185	-5.94741439	2.49E-01	ADAM8
A_33_P3340769	7.78E-01	5.30E-01	-0.63392878	-6.18646871	-5.01E-02	ADAM9
A_33_P3390172	8.02E-01	5.68E-01	0.57689132	-6.22061385	9.21E-02	ADAMDEC1
A_23_P211039	5.82E-01	2.91E-01	-1.07115585	-5.82206738	-3.54E-01	ADAMTS1
A_33_P3390013	6.02E-01	3.11E-01	-1.02787604	-5.86606759	-3.49E-01	ADAMTS1
A_33_P3223056	5.77E-01	2.86E-01	1.08236697	-5.81039239	1.12E-01	ADAMTS10
A_23_P44648	3.48E-01	1.14E-01	1.61942104	-5.12270355	3.21E-01	ADAMTS12
A_23_P393645	4.47E-01	1.77E-01	-1.37753606	-5.46288077	-1.47E-01	ADAMTS13
A_33_P3342780	9.87E-01	9.64E-01	0.04539451	-6.38506826	5.36E-03	ADAMTS13
A_24_P275073	4.67E-01	1.92E-01	1.33114086	-5.52253402	3.47E-01	ADAMTS14
A_33_P3316790	5.83E-01	2.92E-01	1.07029112	-5.82296316	2.45E-01	ADAMTS15
A_23_P41629	6.54E-01	3.68E-01	0.91151608	-5.97584975	1.56E-01	ADAMTS16
A_33_P3309626	1.40E-01	2.57E-02	2.32695252	-3.87126838	2.36E-01	ADAMTS17
A_33_P3241051	4.81E-01	2.02E-01	-1.29939792	-5.56228369	-8.40E-02	ADAMTS17
A_32_P34844	2.00E-01	4.57E-02	2.07009872	-4.36665418	9.58E-01	ADAMTS18
A_33_P3317392	1.81E-03	3.61E-05	4.71272558	2.18765947	2.74E-01	ADAMTS19
A_33_P3409649	1.55E-01	3.01E-02	2.25805529	-4.00841	5.31E-01	ADAMTS2
A_23_P321307	3.24E-01	1.01E-01	1.68302356	-5.02536646	3.06E-01	ADAMTS2
A_33_P3219514	6.59E-01	3.74E-01	0.8993494	-5.986605	9.73E-02	ADAMTS20
A_23_P420359	9.66E-01	9.05E-01	0.12070279	-6.37882046	3.52E-03	ADAMTS20
A_24_P140405	1.87E-01	4.08E-02	-2.12188773	-4.27032476	-7.43E-01	ADAMTS3
A_23_P360754	1.93E-01	4.29E-02	-2.09907861	-4.31297792	-9.57E-01	ADAMTS4
A_24_P128163	7.38E-01	4.75E-01	-0.72274659	-6.12705287	-2.80E-01	ADAMTS4
A_33_P3372426	9.01E-01	7.53E-01	0.3164958	-6.33612422	1.14E-02	ADAMTS5
A_33_P3286953	2.25E-01	5.52E-02	-1.98125497	-4.52754914	-5.19E-01	ADAMTS6
A_23_P213319	8.62E-01	6.76E-01	0.42175749	-6.29745381	1.04E-02	ADAMTS6
A_24_P334456	9.33E-01	8.24E-01	-0.223812	-6.36108962	-5.38E-02	ADAMTS6
A_33_P3215557	5.17E-03	1.74E-04	4.18846258	0.70783979	3.32E-01	ADAMTS7
A_33_P3210762	7.94E-03	3.27E-04	3.97267326	0.11412914	4.85E-01	ADAMTS7
A_23_P11005	1.01E-01	1.54E-02	2.54376579	-3.42052228	1.44E-01	ADAMTS7
A_33_P3423718	8.10E-01	5.80E-01	-0.55794829	-6.23125601	-7.79E-02	ADAMTS7
A_33_P3308347	1.43E-02	7.81E-04	-3.67006458	-0.69828637	-7.12E-01	ADAMTS8
A_32_P196263	6.39E-01	3.51E-01	-0.94452329	-5.94597852	-3.89E-01	ADAMTS9
A_23_P342138	9.47E-03	4.27E-04	3.88080034	-0.13520728	2.87E-01	ADAMTSL1
A_33_P3302015	5.44E-02	5.86E-03	-2.92989085	-2.55221055	-5.32E-01	ADAMTSL1
A_33_P3413114	1.20E-01	2.02E-02	-2.43122258	-3.65804303	-5.50E-01	ADAMTSL1
A_33_P3302025	2.39E-01	6.10E-02	-1.93437016	-4.61018955	-4.76E-01	ADAMTSL1
A_33_P3262541	4.63E-02	4.55E-03	-3.02627522	-2.32370376	-3.55E-01	ADAMTSL2
A_23_P20697	8.06E-01	5.74E-01	-0.56793412	-6.22568946	-4.34E-02	ADAMTSL2
A_33_P3312509	8.19E-01	5.94E-01	-0.53825471	-6.24194967	-4.60E-02	ADAMTSL2
A_24_P400842	1.03E-01	1.57E-02	2.5362656	-3.43658266	4.63E-01	ADAMTSL3
A_23_P308974	4.30E-01	1.65E-01	-1.41649565	-5.41137392	-3.81E-01	ADAMTSL3
A_33_P3380063	7.22E-01	4.53E-01	0.75816957	-6.10124912	8.11E-02	ADAMTSL4
A_23_P115011	7.38E-01	4.74E-01	0.7228976	-6.12694541	1.61E-01	ADAMTSL4
A_33_P3299220	9.18E-01	7.90E-01	0.26842728	-6.35013676	2.08E-02	ADAMTSL4
A_24_P22939	4.46E-02	4.31E-03	3.04753479	-2.27272066	2.40E-01	ADAMTSL5
A_33_P3245489	1.97E-01	4.44E-02	-2.08370254	-4.34152959	-1.08E-01	ADAMTSL5
A_33_P3422133	2.54E-01	6.75E-02	-1.88513505	-4.69525157	-1.49E-01	ADAP1
A_23_P49816	7.52E-01	4.93E-01	0.69260392	-6.1480662	1.44E-01	ADAP2
A_24_P362317	8.62E-01	6.76E-01	-0.42194769	-6.29737404	-5.01E-02	ADAR
A_23_P211207	3.79E-01	1.32E-01	-1.53933542	-5.24066042	-2.16E-01	ADARB1
A_33_P3399061	8.62E-01	6.75E-01	0.42251593	-6.29713552	2.79E-02	ADARB1
A_33_P3282305	3.11E-01	9.43E-02	1.71867258	-4.96941642	2.10E-01	ADARB2
A_33_P3772150	3.32E-01	1.05E-01	1.66175917	-5.05826573	1.59E-01	ADARB2
A_33_P3282307	6.47E-01	3.60E-01	-0.92754309	-5.96147176	-1.62E-01	ADARB2
A_23_P86751	6.72E-01	3.90E-01	-0.86964053	-6.01228688	-1.46E-01	ADARB2
A_23_P141100	1.84E-01	3.99E-02	-2.13211457	-4.25108514	-3.15E-01	ADAT1
A_33_P3602006	7.43E-01	4.82E-01	0.71113319	-6.13525189	1.87E-01	ADAT2
A_33_P3268798	9.36E-01	8.33E-01	-0.21294011	-6.36345867	-2.05E-02	ADAT2
A_33_P3268793	5.40E-04	5.85E-06	5.30830559	3.90916048	4.04E-01	ADAT3
A_23_P103371	4.56E-02	4.45E-03	-3.03472672	-2.30346071	-4.01E-01	ADC
A_24_P11462	2.29E-01	5.69E-02	-1.96688354	-4.55304902	-1.61E-01	ADC
A_23_P25945	7.44E-02	9.48E-03	-2.74108804	-2.98664213	-3.14E-01	ADCK1
A_24_P291978	1.11E-01	1.77E-02	-2.48576745	-3.5438625	-2.73E-01	ADCK2
A_33_P3372924	1.60E-01	3.16E-02	2.23620184	-4.05127072	2.67E-01	ADCK3
A_23_P85598	3.54E-01	1.18E-01	-1.60358776	-5.14643427	-1.97E-01	ADCK3
A_23_P208400	5.46E-01	2.56E-01	-1.1539595	-5.73316803	-1.15E-01	ADCK4
A_23_P94365	6.00E-01	3.08E-01	-1.0330941	-5.86085308	-1.25E-01	ADCK5
A_24_P577694	1.96E-01	4.41E-02	-2.08623632	-4.33683587	-3.50E-01	ADCY1
A_23_P126313	8.46E-01	6.44E-01	-0.46582816	-6.27802074	-4.06E-02	ADCY10
A_33_P3320217	2.20E-02	1.49E-03	-3.43896206	-1.29973944	-5.05E-01	ADCY2
A_32_P405973	2.88E-01	8.28E-02	-1.78452195	-4.86347815	-2.79E-01	ADCY2
A_23_P67864	2.60E-01	7.01E-02	-1.86695253	-4.72621362	-1.08E-01	ADCY3
A_33_P3337161	7.52E-02	9.64E-03	2.73439436	-3.00170829	2.13E-01	ADCY4
A_23_P381261	9.63E-01	8.97E-01	0.12990571	-6.37766873	2.25E-02	ADCY4
A_23_P136623	2.20E-01	5.30E-02	-2.00118341	-4.49194465	-1.83E-01	ADCY5
A_23_P501547	6.54E-01	3.68E-01	-0.91216342	-5.97527364	-2.30E-01	ADCY6
A_24_P416177	2.64E-01	7.19E-02	-1.85454375	-4.74720293	-3.09E-01	ADCY7
A_23_P169993	9.30E-02	1.34E-02	-2.59972234	-3.29968302	-3.01E-01	ADCY8
A_24_P935103	8.59E-01	6.70E-01	-0.43020427	-6.29387705	-6.58E-02	ADCY9
A_33_P3392092	5.79E-01	2.87E-01	-1.07981785	-5.81305697	-3.80E-01	ADCYAP1
A_23_P157109	3.59E-01	1.21E-01	-1.58942733	-5.1674873	-1.62E-01	ADCYAP1R1
A_24_P100742	4.75E-02	4.75E-03	-3.01039517	-2.36165097	-2.80E-01	ADD1
A_33_P3241782	1.99E-01	4.53E-02	-2.07408421	-4.35930676	-2.87E-01	ADD2
A_23_P421436	4.70E-01	1.94E-01	-1.32412078	-5.53139958	-3.19E-01	ADD2
A_33_P3241786	8.07E-01	5.75E-01	-0.56655673	-6.22646304	-1.13E-01	ADD2
A_24_P90097	5.46E-01	2.57E-01	-1.15264262	-5.73462995	-2.01E-01	ADD3
A_24_P291658	2.43E-01	6.25E-02	1.92217799	-4.63141891	3.27E-01	ADH1A
A_33_P3353737	7.66E-01	5.14E-01	-0.65902369	-6.17044976	-9.20E-02	ADH1B
A_23_P81158	7.50E-02	9.59E-03	2.73651913	-2.9969284	5.26E-01	ADH1C
A_23_P30098	6.84E-01	4.04E-01	-0.8448006	-6.03312539	-8.09E-02	ADH4
A_23_P18692	5.57E-01	2.66E-01	-1.12915033	-5.7604496	-2.36E-01	ADH5
A_23_P41498	1.71E-01	3.55E-02	2.18494513	-4.15056981	4.40E-01	ADH6
A_24_P25550	9.04E-01	7.60E-01	-0.30835476	-6.33865859	-3.17E-02	ADH6
A_23_P92562	5.80E-01	2.89E-01	-1.07672896	-5.8162779	-5.97E-02	ADH7
A_33_P3406677	5.96E-01	3.05E-01	-1.04008716	-5.85382583	-3.05E-02	ADH7
A_33_P3300747	3.44E-01	1.12E-01	-1.62838363	-5.10918165	-2.53E-01	ADHFE1
A_23_P157569	5.83E-01	2.91E-01	-1.07095223	-5.82227837	-2.14E-01	ADHFE1
A_23_P148194	2.40E-01	6.14E-02	-1.9310804	-4.61592843	-2.08E-01	ADI1
A_32_P52911	4.55E-01	1.83E-01	-1.35799265	-5.48823315	-3.07E-01	ADI1
A_32_P423691	7.64E-01	5.10E-01	0.66470248	-6.16674061	1.09E-01	ADIG
A_33_P3348079	9.57E-01	8.83E-01	-0.14807818	-6.3751463	-6.39E-03	ADIG
A_23_P369237	7.21E-01	4.52E-01	0.76015598	-6.09976673	2.22E-02	ADIPOQ
A_33_P3248765	5.42E-02	5.82E-03	-2.93219728	-2.54679394	-2.85E-01	ADIPOR1
A_23_P46627	7.58E-01	5.03E-01	-0.67734283	-6.15837309	-4.36E-02	ADIPOR1
A_23_P48121	7.63E-01	5.09E-01	-0.66645872	-6.16558723	-1.11E-01	ADIPOR2
A_23_P112596	1.22E-01	2.05E-02	-2.4240018	-3.67302441	-2.39E-01	ADK
A_23_P127948	4.52E-01	1.81E-01	1.36458523	-5.4797174	3.22E-01	ADM
A_33_P3413910	1.46E-02	8.06E-04	3.65895117	-0.72761278	2.93E-01	ADM2
A_33_P3413905	2.82E-01	8.03E-02	1.79968097	-4.83861996	2.46E-01	ADM2
A_24_P134319	1.52E-01	2.92E-02	-2.27090533	-3.98306275	-3.16E-01	ADNP
A_23_P254179	1.93E-01	4.29E-02	-2.09873184	-4.31362364	-2.06E-01	ADNP
A_23_P164468	1.46E-01	2.76E-02	-2.29676821	-3.93172463	-3.78E-01	ADNP2
A_23_P202345	8.62E-01	6.76E-01	-0.42171723	-6.29747069	-1.19E-01	ADO
A_23_P74299	3.41E-01	1.10E-01	-1.63704209	-5.09605777	-1.74E-01	ADORA1
A_24_P237270	3.38E-01	1.09E-01	1.64461246	-5.08453426	3.27E-01	ADORA2A
A_33_P3214035	4.86E-01	2.06E-01	1.28718007	-5.57735132	2.60E-01	ADORA2A
A_23_P55477	7.92E-01	5.52E-01	-0.60050456	-6.20686012	-1.88E-01	ADORA2B
A_23_P137931	6.72E-01	3.89E-01	0.8718921	-6.01036942	3.53E-01	ADORA3
A_23_P126540	7.33E-01	4.68E-01	-0.7329865	-6.11971661	-2.11E-01	ADORA3
A_33_P3406927	1.74E-01	3.65E-02	-2.17271303	-4.17400938	-2.08E-01	ADPGK
A_23_P14716	6.75E-01	3.94E-01	-0.86342502	-6.01755544	-9.40E-02	ADPGK
A_33_P3366053	8.58E-01	6.66E-01	-0.43504198	-6.29179693	-7.19E-02	ADPRH
A_23_P371145	8.24E-01	6.03E-01	0.52501823	-6.24892472	1.03E-01	ADPRHL1
A_23_P34568	4.44E-01	1.75E-01	-1.38416249	-5.45421098	-1.05E-01	ADPRHL2
A_23_P8938	1.52E-01	2.93E-02	-2.26939056	-3.98605625	-2.47E-01	ADRA1A
A_33_P3332248	2.74E-01	7.63E-02	-1.82519356	-4.79639045	-1.54E-01	ADRA1A
A_33_P3377194	6.89E-01	4.10E-01	-0.83381068	-6.04216001	-4.92E-02	ADRA1A
A_23_P33326	1.80E-01	3.85E-02	-2.14791018	-4.22122952	-4.31E-01	ADRA1B
A_33_P3243023	8.91E-01	7.34E-01	0.34200941	-6.32775643	6.29E-02	ADRA1D
A_23_P138706	1.80E-01	3.85E-02	-2.14882075	-4.21950329	-4.04E-01	ADRA2A
A_23_P378926	1.20E-01	2.02E-02	2.43082532	-3.65886807	5.42E-01	ADRA2B
A_23_P256158	6.57E-02	7.81E-03	-2.81758197	-2.81280689	-2.68E-01	ADRA2C
A_33_P3310189	5.05E-01	2.21E-01	-1.24681159	-5.62621291	-2.04E-01	ADRB1
A_23_P145024	9.74E-01	9.28E-01	-0.09127408	-6.38193606	-2.00E-02	ADRB2
A_23_P168993	9.73E-01	9.25E-01	0.09519567	-6.38157081	8.65E-03	ADRB3
A_33_P3384392	8.69E-01	6.90E-01	-0.40249687	-6.30534699	-5.26E-02	ADRBK1
A_33_P3220919	5.37E-01	2.49E-01	-1.17295973	-5.71190298	-2.37E-01	ADRBK2
A_23_P68665	2.20E-02	1.49E-03	-3.44039929	-1.29605608	-2.85E-01	ADRM1
A_23_P155103	6.14E-01	3.24E-01	-1.00026099	-5.89324944	-9.45E-02	ADSL
A_23_P201432	1.02E-01	1.55E-02	-2.54019122	-3.42818068	-3.51E-01	ADSS
A_23_P76823	9.18E-01	7.90E-01	0.26839853	-6.35014446	4.23E-02	ADSSL1
A_23_P157299	7.54E-01	4.96E-01	0.6870878	-6.15181742	1.72E-01	AEBP1
A_24_P18621	3.57E-01	1.19E-01	-1.59490188	-5.15936713	-3.45E-01	AEBP2
A_33_P3214501	5.88E-01	2.96E-01	-1.05960165	-5.8339805	-1.57E-01	AEN
A_23_P206077	7.77E-01	5.30E-01	0.63416453	-6.18632105	9.23E-02	AEN
A_23_P165061	2.08E-01	4.85E-02	-2.04192675	-4.41827492	-3.44E-01	AES
A_23_P72387	1.61E-01	3.20E-02	-2.23074411	-4.06192621	-6.01E-01	AFAP1
A_23_P110276	7.27E-02	9.14E-03	-2.75559409	-2.95391077	-4.25E-01	AFAP1-AS1
A_32_P167239	8.21E-01	5.98E-01	0.53161027	-6.24547236	1.02E-01	AFAP1L1
A_23_P406341	1.76E-01	3.70E-02	-2.16583151	-4.18715201	-2.92E-01	AFAP1L2
A_33_P3242383	5.46E-01	2.56E-01	1.1545694	-5.73249042	2.89E-01	AFF1
A_24_P414332	6.19E-01	3.29E-01	-0.98964281	-5.90351503	-8.45E-02	AFF1
A_33_P3242373	9.31E-01	8.21E-01	0.22822691	-6.36009401	3.09E-02	AFF1
